"NOME_MUNICIPIO","UF","POP_TOT","POP_URB","REALIZA_COLETA","POP_ATENDIDA","TOT_RECUPERADO","PAPEL","PLASTICO","METAIS","VIDROS","OUTROS"
"Riachão das Neves","BA","22343.00","10943.00","Não","","","","","","",""
"Riachão do Jacuípe","BA","33403.00","19998.00","Não","","312.00","40.00","40.00","22.00","10.00","200.00"
"Riachinho","TO","4604.00","1991.00","Não","","","","","","",""
"Riacho da Cruz","RN","3543.00","2993.00","Não","","","","","","",""
"Riacho das Almas","PE","20443.00","9348.00","Não","","","","","","",""
"Riacho de Santana","RN","4209.00","1732.00","Não","","","","","","",""
"Riacho de Santo Antônio","PB","1951.00","1344.00","Não","","","","","","",""
"Riacho dos Cavalos","PB","8587.00","4157.00","Não","","","","","","",""
"Riachuelo","SE","10140.00","8514.00","Não","","","","","","",""
"Rialma","GO","10896.00","10145.00","Sim","","","","","","",""
"Rianápolis","GO","4784.00","4276.00","Sim","4000.00","90.00","","","","",""
"Ribas do Rio Pardo","MS","24258.00","15015.00","Sim","15015.00","350.00","","","","",""
"Ribeira","SP","3351.00","1233.00","Não","","","","","","",""
"Ribeira do Pombal","BA","52956.00","33161.00","Não","","","","","","",""
"Ribeirão Bonito","SP","13137.00","12146.00","Não","","","","","","",""
"Ribeirão Branco","SP","16684.00","8487.00","Sim","7000.00","4.50","1.00","1.50","1.50","0.50","0.00"
"Ribeirão Claro","PR","10693.00","7095.00","Sim","7095.00","367.00","120.00","150.00","90.00","5.00","2.00"
"Ribeirão Corrente","SP","4682.00","3722.00","Não","","","","","","",""
"Ribeirão das Neves","MG","331045.00","328627.00","Não","","180.00","120.00","60.00","0.00","0.00","0.00"
"Ribeirão do Pinhal","PR","13112.00","10741.00","Sim","10741.00","243.00","150.00","80.00","5.00","2.00","6.00"
"Ribeirão Grande","SP","7666.00","2421.00","Sim","2421.00","180.00","","","","",""
"Ribeirão Pires","SP","122607.00","122607.00","Sim","15000.00","218.30","98.10","33.90","34.20","26.80","25.30"
"Ribeirão Preto","SP","694534.00","692563.00","Sim","6945.00","819.40","435.20","110.90","57.70","201.40","14.20"
"Ribeirãozinho","MT","2388.00","1688.00","Não","","","","","","",""
"Ribeirópolis","SE","18528.00","12869.00","Não","","110.00","","","","",""
"Rinópolis","SP","10003.00","8695.00","Sim","8695.00","70.00","20.00","20.00","10.00","10.00","10.00"
"Rio Azul","PR","15134.00","5382.00","Sim","5381.00","261.90","115.90","55.40","60.50","30.10","0.00"
"Rio Bananal","ES","19009.00","7361.00","Não","","","","","","",""
"Rio Bom","PR","3225.00","1941.00","Sim","1941.00","22.10","9.50","3.60","0.00","0.00","9.00"
"Rio Bonito","RJ","59814.00","44425.00","Não","","","","","","",""
"Rio Bonito do Iguaçu","PR","13283.00","3230.00","Sim","3230.00","100.00","40.00","24.00","2.00","18.00","16.00"
"Rio Branco","AC","401155.00","368334.00","Sim","91623.00","240.50","205.00","35.00","0.50","0.00","0.00"
"Rio Branco do Ivaí","PR","4083.00","963.00","Não","","","","","","",""
"Rio Brilhante","MS","36830.00","29496.00","Sim","29000.00","135.00","96.00","22.00","17.00","0.00","0.00"
"Rio Claro","RJ","18451.00","14580.00","Não","","","","","","",""
"Rio Claro","SP","204797.00","199813.00","Sim","199813.00","1920.00","","","","",""
"Rio da Conceição","TO","2088.00","1917.00","Não","","","","","","",""
"Rio das Antas","SC","6208.00","2769.00","Não","","","","","","",""
"Rio das Pedras","SP","34704.00","33599.00","Não","","","","","","",""
"Rio de Janeiro","RJ","6688927.00","6688927.00","Sim","2986803.00","10888.60","2941.20","5829.40","327.40","557.60","1233.00"
"Rio do Campo","SC","5979.00","2541.00","Sim","2500.00","2.40","0.50","0.40","0.60","0.50","0.40"
"Rio Doce","MG","2599.00","1743.00","Não","","14.00","4.00","4.00","4.00","2.00","0.00"
"Rio do Oeste","SC","7456.00","3565.00","Sim","3565.00","22.00","5.50","5.50","5.50","5.50","0.00"
"Rio do Pires","BA","11645.00","5146.00","Não","","","","","","",""
"Rio do Prado","MG","5167.00","2704.00","Sim","","60.00","20.00","20.00","10.00","5.00","5.00"
"Rio dos Cedros","SC","11542.00","5735.00","Sim","5735.00","125.00","47.00","35.00","13.00","30.00","0.00"
"Rio dos Índios","RS","2849.00","595.00","Sim","582.00","34.40","","","","",""
"Rio do Sul","SC","70100.00","65045.00","Sim","65000.00","400.00","","","","",""
"Rio Espera","MG","5549.00","2197.00","Não","","160.00","35.00","25.00","10.00","50.00","40.00"
"Rio Formoso","PE","23440.00","14151.00","Não","","","","","","",""
"Rio Fortuna","SC","4601.00","1576.00","Não","","","","","","",""
"Rio Grande","RS","210005.00","201701.00","Sim","201701.00","593.20","265.80","165.40","72.00","65.00","25.00"
"Rio Grande da Serra","SP","50241.00","50241.00","Não","","","","","","",""
"Riolândia","SP","12342.00","9764.00","Não","","","","","","",""
"Rio Manso","MG","5783.00","3080.00","Sim","3000.00","1.00","1.00","0.00","0.00","0.00","0.00"
"Rio Negrinho","SC","42106.00","38410.00","Sim","38339.00","344.00","","","","",""
"Rio Negro","MS","4819.00","3507.00","Não","","","","","","",""
"Rio Negro","PR","33922.00","27887.00","Sim","27887.00","354.00","","","","",""
"Rio Novo","MG","8941.00","7737.00","Não","","","","","","",""
"Rio Novo do Sul","ES","11618.00","6100.00","Sim","3000.00","121.70","69.10","22.50","27.40","0.00","2.70"
"Rio Pardo","RS","38284.00","26086.00","Sim","15000.00","64.00","47.00","10.00","1.00","5.00","1.00"
"Rio Pardo de Minas","MG","30779.00","12367.00","Não","","","","","","",""
"Rio Piracicaba","MG","14346.00","11429.00","Sim","5500.00","118.70","75.90","24.20","17.80","0.80","0.00"
"Rio Pomba","MG","17858.00","15086.00","Não","","","","","","",""
"Rio Quente","GO","4371.00","3747.00","Não","","552.00","190.00","290.00","42.00","0.00","30.00"
"Rio Real","BA","40475.00","25387.00","Não","","","","","","",""
"Rio Rufino","SC","2482.00","701.00","Sim","701.00","96.00","37.00","5.00","32.00","7.00","15.00"
"Rio Verde","GO","229651.00","212880.00","Sim","2500.00","380.00","160.00","80.00","60.00","70.00","10.00"
"Rio Verde de Mato Grosso","MS","19682.00","16980.00","Sim","16000.00","30.00","18.00","10.00","2.00","0.00","0.00"
"Rio Vermelho","MG","12957.00","5205.00","Não","","","","","","",""
"Riozinho","RS","4629.00","2938.00","Não","","","","","","",""
"Riqueza","SC","4636.00","2064.00","Não","","","","","","",""
"Ritápolis","MG","4648.00","3215.00","Não","","","","","","",""
"Riversul","SP","5607.00","4087.00","Sim","4087.00","100.00","32.00","30.00","12.00","15.00","11.00"
"Roca Sales","RS","11300.00","7252.00","Sim","3600.00","160.00","","","","",""
"Rochedo de Minas","MG","2289.00","2070.00","Não","","","","","","",""
"Rodeio","SC","11502.00","9924.00","Não","","","","","","",""
"Rodeio Bonito","RS","5867.00","4403.00","Sim","4300.00","102.00","38.00","40.00","10.00","14.00","0.00"
"Rodeiro","MG","7991.00","6465.00","Não","","","","","","",""
"Rodelas","BA","9213.00","7750.00","Não","","","","","","",""
"Rodrigues Alves","AC","18504.00","5549.00","Não","","","","","","",""
"Rolândia","PR","65757.00","62219.00","Sim","10477.00","230.10","","","","",""
"Rolante","RS","21199.00","16657.00","Sim","16438.00","900.00","","","","",""
"Rolim de Moura","RO","54702.00","44745.00","Não","","342.00","324.90","17.10","0.00","0.00","0.00"
"Romelândia","SC","4890.00","1769.00","Não","","","","","","",""
"Roncador","PR","10058.00","6207.00","Sim","6207.00","215.00","","","","",""
"Ronda Alta","RS","10583.00","7110.00","Não","","","","","","",""
"Rondinha","RS","5182.00","2176.00","Não","","","","","","",""
"Rondon","PR","9534.00","7626.00","Sim","7626.00","144.00","40.00","28.00","10.00","50.00","16.00"
"Rondon do Pará","PA","51903.00","38345.00","Não","","","","","","",""
"Rondonópolis","MT","228857.00","220137.00","Sim","72000.00","619.90","469.20","107.80","42.90","0.00","0.00"
"Roque Gonzales","RS","6899.00","2957.00","Sim","2957.00","80.00","","","","",""
"Rorainópolis","RR","29533.00","12983.00","Não","","","","","","",""
"Rosana","SP","17015.00","13703.00","Não","","","","","","",""
"Rosário da Limeira","MG","4566.00","2468.00","Não","","109.00","","","","",""
"Rosário do Ivaí","PR","4886.00","2379.00","Não","","","","","","",""
"Rosário do Sul","RS","39535.00","34780.00","Sim","10000.00","60.00","","","","",""
"Roseira","SP","10621.00","10087.00","Não","","","","","","",""
"Roteiro","AL","6680.00","5851.00","Sim","1000.00","12.00","","","","",""
"Rubiácea","SP","3093.00","1771.00","Não","","21.10","","","","",""
"Rubiataba","GO","19815.00","16954.00","Não","","","","","","",""
"Rubinéia","SP","3125.00","2571.00","Sim","","8.00","","","","",""
"Ruy Barbosa","RN","3608.00","1742.00","Não","","","","","","",""
"Sabará","MG","135421.00","132005.00","Sim","40000.00","283.70","152.50","76.50","7.10","47.60","0.00"
"Sabino","SP","5564.00","4879.00","Sim","2414.00","50.00","31.60","17.00","0.90","0.20","0.30"
"Sabinópolis","MG","15525.00","10020.00","Não","","","","","","",""
"Saboeiro","CE","15808.00","8485.00","Não","","","","","","",""
"Sacramento","MG","25989.00","20963.00","Sim","19000.00","2975.00","390.00","420.00","90.00","75.00","2000.00"
"Sagrada Família","RS","2613.00","790.00","Não","","","","","","",""
"Sagres","SP","2435.00","1849.00","Sim","1849.00","1.00","0.00","0.00","0.00","0.00","1.00"
"Sairé","PE","10103.00","5667.00","Sim","5667.00","200.00","","","","",""
"Sales","SP","6253.00","5629.00","Não","","","","","","",""
"Sales Oliveira","SP","11779.00","10666.00","Sim","","","","","","",""
"Salesópolis","SP","17022.00","10837.00","Sim","10837.00","1196.00","456.00","420.00","105.60","14.40","200.00"
"Salete","SC","7626.00","5160.00","Não","","","","","","",""
"Salgado","SE","19970.00","6903.00","Não","","","","","","",""
"Salgado de São Félix","PB","12149.00","5326.00","Não","","","","","","",""
"Salgado Filho","PR","3679.00","1883.00","Sim","","25.00","5.00","5.00","5.00","5.00","5.00"
"Salgueiro","PE","60604.00","48922.00","Não","","","","","","",""
"Salinas","MG","41349.00","32418.00","Sim","8035.00","182.40","109.40","57.30","5.70","5.00","5.00"
"Salmourão","SP","5262.00","4719.00","Não","","65.00","","","","",""
"Saltinho","SC","3808.00","1207.00","Não","","","","","","",""
"Saltinho","SP","8176.00","6823.00","Não","","","","","","",""
"Salto","SP","117561.00","116734.00","Sim","74710.00","1269.20","606.90","261.90","244.20","151.80","4.40"
"Salto de Pirapora","SP","44972.00","35258.00","Sim","13795.00","180.60","88.40","39.30","28.30","22.30","2.30"
"Salto do Jacuí","RS","12416.00","10669.00","Não","","","","","","",""
"Salto do Lontra","PR","14695.00","7977.00","Não","","","","","","",""
"Salto Grande","SP","9297.00","8393.00","Sim","","720.00","150.00","170.00","200.00","100.00","100.00"
"Salto Veloso","SC","4680.00","3702.00","Não","","","","","","",""
"Salvador","BA","2857329.00","2856546.00","Sim","","7860.00","","","","",""
"Salvador das Missões","RS","2732.00","1120.00","Não","","80.00","20.00","50.00","5.00","5.00","0.00"
"Salvador do Sul","RS","7705.00","4578.00","Sim","","130.00","50.00","20.00","30.00","10.00","20.00"
"Sambaíba","MA","5663.00","2927.00","Não","","","","","","",""
"Sananduva","RS","16211.00","11280.00","Sim","11280.00","66.00","","","","",""
"Sandolândia","TO","3378.00","1792.00","Não","","","","","","",""
"Sangão","SC","12446.00","5811.00","Não","","","","","","",""
"Sanharó","PE","26026.00","14818.00","Não","","","","","","",""
"Santa Adélia","SP","15397.00","14567.00","Sim","8000.00","186.00","55.00","45.00","50.00","35.00","1.00"
"Santa Amélia","PR","3385.00","2569.00","Não","","","","","","",""
"Santa Bárbara","BA","20694.00","9410.00","Não","","","","","","",""
"Santa Bárbara","MG","30807.00","27401.00","Sim","12300.00","162.00","94.00","20.00","15.00","12.00","21.00"
"Santa Bárbara D Oeste","SP","192536.00","191025.00","Sim","95481.00","128.20","","","","",""
"Santa Bárbara do Pará","PA","20704.00","6593.00","Não","","","","","","",""
"Santa Bárbara do Sul","RS","8099.00","6407.00","Sim","6407.00","55.00","20.00","9.00","13.00","8.00","5.00"
"Santa Branca","SP","14717.00","12981.00","Não","","","","","","",""
"Santa Brígida","BA","14088.00","5249.00","Não","","","","","","",""
"Santa Carmem","MT","4486.00","3383.00","Não","","","","","","",""
"Santa Cecília","SC","16741.00","14516.00","Não","","","","","","",""
"Santa Cecília do Pavão","PR","3376.00","2831.00","Sim","2831.00","83.00","40.00","10.00","16.00","10.00","7.00"
"Santa Cecília do Sul","RS","1644.00","477.00","Sim","477.00","40.00","","","","",""
"Santa Clara do Sul","RS","6522.00","3268.00","Não","","75.60","","","","",""
"Santa Cruz","PE","15236.00","4984.00","Não","","","","","","",""
"Santa Cruz Cabrália","BA","27626.00","19987.00","Não","","","","","","",""
"Santa Cruz da Conceição","SP","4461.00","3019.00","Sim","3000.00","48.00","11.00","8.00","20.00","8.00","1.00"
"Santa Cruz da Esperança","SP","2124.00","1439.00","Sim","","5.00","","","","",""
"Santa Cruz das Palmeiras","SP","33975.00","32917.00","Sim","32917.00","62.00","31.10","16.30","8.60","5.80","0.20"
"Santa Cruz da Vitória","BA","6354.00","4833.00","Não","","","","","","",""
"Santa Cruz de Goiás","GO","2892.00","903.00","Não","","","","","","",""
"Santa Cruz de Monte Castelo","PR","7849.00","5580.00","Não","","46.90","21.20","19.20","4.50","2.00","0.00"
"Santa Cruz do Capibaribe","PE","105936.00","103531.00","Não","","","","","","",""
"Santa Cruz do Escalvado","MG","4793.00","1661.00","Não","","215.00","","","","",""
"Santa Cruz do Rio Pardo","SP","47395.00","43330.00","Sim","43300.00","133.00","48.00","42.00","13.00","30.00","0.00"
"Santa Cruz do Sul","RS","129427.00","115012.00","Sim","38000.00","460.00","320.00","57.00","30.00","53.00","0.00"
"Santa Cruz do Xingu","MT","2495.00","1643.00","Não","","","","","","",""
"Santa Efigênia de Minas","MG","4438.00","2945.00","Não","","31.00","","","","",""
"Santa Ernestina","SP","5611.00","5185.00","Não","","","","","","",""
"Santa Fé de Goiás","GO","5393.00","4316.00","Não","","","","","","",""
"Santa Fé do Araguaia","TO","7426.00","4922.00","Não","","","","","","",""
"Santa Fé do Sul","SP","32076.00","30813.00","Não","","887.00","450.00","300.00","51.00","36.00","50.00"
"Santa Filomena","PE","14390.00","2396.00","Não","","","","","","",""
"Santa Gertrudes","SP","26403.00","26122.00","Não","","142.10","23.00","43.00","28.00","21.40","26.70"
"Santa Helena","PB","5907.00","2973.00","Não","","","","","","",""
"Santa Helena","SC","2247.00","832.00","Sim","832.00","70.00","21.00","18.00","18.00","13.00","0.00"
"Santa Inês","BA","10656.00","9783.00","Não","","","","","","",""
"Santa Inês","PB","3597.00","1453.00","Não","","","","","","",""
"Santa Inês","PR","1624.00","1065.00","Sim","1065.00","5.00","","","","",""
"Santa Isabel","SP","56792.00","44565.00","Sim","","","","","","",""
"Santa Isabel do Ivaí","PR","8603.00","6935.00","Não","","","","","","",""
"Santa Izabel do Oeste","PR","14521.00","8206.00","Não","","200.00","0.00","0.00","0.00","0.00","200.00"
"Santa Izabel do Pará","PA","69746.00","50433.00","Não","","","","","","",""
"Santa Juliana","MG","13743.00","11874.00","Não","","","","","","",""
"Santa Leopoldina","ES","12300.00","2628.00","Não","","","","","","",""
"Santa Lúcia","PR","3834.00","2477.00","Não","","","","","","",""
"Santa Lúcia","SP","8779.00","8253.00","Não","","","","","","",""
"Santa Luzia","MA","72440.00","25231.00","Não","","","","","","",""
"Santa Luzia","MG","218147.00","217541.00","Não","","","","","","",""
"Santa Luzia","PB","15336.00","14044.00","Não","","","","","","",""
"Santa Luzia D Oeste","RO","6781.00","3453.00","Sim","1500.00","1.00","","","","",""
"Santa Luzia do Itanhy","SE","13947.00","3135.00","Não","","","","","","",""
"Santa Margarida","MG","16111.00","8185.00","Não","","1182.20","336.00","286.00","560.00","0.20","0.00"
"Santa Margarida do Sul","RS","2545.00","597.00","Não","","","","","","",""
"Santa Maria","RN","5480.00","3511.00","Não","","","","","","",""
"Santa Maria","RS","280505.00","266875.00","Não","","","","","","",""
"Santa Maria das Barreiras","PA","21042.00","7774.00","Não","","","","","","",""
"Santa Maria da Serra","SP","6107.00","5384.00","Sim","","17.00","2.00","5.00","7.00","3.00","0.00"
"Santa Maria da Vitória","BA","39920.00","23586.00","Não","","","","","","",""
"Santa Maria de Jetibá","ES","39849.00","13755.00","Sim","11004.00","60.90","46.60","7.60","2.70","0.00","4.00"
"Santa Maria do Cambucá","PE","14048.00","3533.00","Não","","","","","","",""
"Santa Maria do Salto","MG","5248.00","3717.00","Não","","","","","","",""
"Santa Maria do Suaçuí","MG","14620.00","10890.00","Não","","","","","","",""
"Santa Maria do Tocantins","TO","3381.00","2015.00","Não","","","","","","",""
"Santa Maria Madalena","RJ","10417.00","5987.00","Não","","","","","","",""
"Santa Mariana","PR","11829.00","7915.00","Sim","7000.00","260.00","","","","",""
"Santana","AP","119610.00","117069.00","Não","","","","","","",""
"Santana","BA","26517.00","14446.00","Não","","","","","","",""
"Santana da Boa Vista","RS","8130.00","3672.00","Não","","","","","","",""
"Santana da Ponte Pensa","SP","1507.00","1007.00","Sim","1007.00","12.00","4.00","5.00","1.00","1.00","1.00"
"Santana de Mangueira","PB","5198.00","2175.00","Não","","","","","","",""
"Santana de Parnaíba","SP","136517.00","136517.00","Sim","94197.00","2851.00","1643.00","430.00","31.00","647.00","100.00"
"Santana de Pirapama","MG","7696.00","3201.00","Não","","","","","","",""
"Santana do Cariri","CE","17622.00","9054.00","Não","","","","","","",""
"Santana do Deserto","MG","3971.00","1444.00","Não","","","","","","",""
"Santana do Garambéu","MG","2438.00","1803.00","Não","","","","","","",""
"Santana do Jacaré","MG","4807.00","4620.00","Não","","","","","","",""
"Santana do Livramento","RS","77763.00","70168.00","Não","","","","","","",""
"Santana do Manhuaçu","MG","8681.00","4190.00","Não","","12.00","2.50","2.00","4.00","0.50","3.00"
"Santana do Paraíso","MG","33934.00","31427.00","Não","","","","","","",""
"Santana do Seridó","RN","2670.00","1747.00","Sim","","2.50","1.00","0.50","0.50","0.30","0.20"
"Santana dos Garrotes","PB","7077.00","3639.00","Não","","","","","","",""
"Santa Quitéria do Maranhão","MA","25519.00","12362.00","Não","","","","","","",""
"Santarém","PA","302667.00","221714.00","Não","","576.00","0.00","576.00","0.00","0.00","0.00"
"Santa Rita","PB","135807.00","117077.00","Sim","","79.00","20.10","15.10","35.20","2.20","6.40"
"Santa Rita de Jacutinga","MG","4905.00","3688.00","Não","","","","","","",""
"Santa Rita D Oeste","SP","2510.00","1750.00","Sim","1750.00","44.00","11.00","12.00","7.00","8.00","6.00"
"Santa Rita do Itueto","MG","5522.00","2239.00","Não","","","","","","",""
"Santa Rita do Pardo","MS","7801.00","3785.00","Não","","","","","","",""
"Santa Rita do Passa Quatro","SP","27514.00","24628.00","Sim","15000.00","213.00","76.00","38.00","31.00","28.00","40.00"
"Santa Rosa","RS","72919.00","64179.00","Sim","64179.00","6500.00","","","","",""
"Santa Rosa de Goiás","GO","2388.00","1787.00","Não","","9.00","4.00","2.00","1.00","1.00","1.00"
"Santa Rosa de Lima","SC","2137.00","536.00","Não","","","","","","",""
"Santa Rosa de Lima","SE","3904.00","2225.00","Não","","","","","","",""
"Santa Rosa de Viterbo","SP","26322.00","25092.00","Sim","25092.00","33.10","10.00","8.00","12.00","3.00","0.10"
"Santa Rosa do Sul","SC","8338.00","3878.00","Não","","","","","","",""
"Santa Rosa do Tocantins","TO","4811.00","3104.00","Não","","","","","","",""
"Santa Teresa","ES","23392.00","12614.00","Não","","12.00","4.00","2.00","3.00","2.00","1.00"
"Santa Tereza","RS","1734.00","632.00","Sim","632.00","23.50","10.10","6.40","5.10","1.90","0.00"
"Santa Terezinha","SC","8801.00","1519.00","Não","","181.00","60.00","45.00","4.00","18.00","54.00"
"Santa Terezinha do Progresso","SC","2484.00","462.00","Não","","","","","","",""
"Santa Terezinha do Tocantins","TO","2528.00","1629.00","Não","","","","","","",""
"Santa Vitória","MG","19608.00","16136.00","Sim","16136.00","30.00","15.00","4.00","3.00","8.00","0.00"
"Santa Vitória do Palmar","RS","29877.00","25924.00","Sim","3000.00","43.00","","","","",""
"Santiago","RS","49493.00","45120.00","Sim","20000.00","137.00","","","","",""
"Santiago do Sul","SC","1286.00","571.00","Não","","","","","","",""
"Santo Amaro","BA","59512.00","46092.00","Não","","","","","","",""
"Santo Amaro da Imperatriz","SC","22905.00","17297.00","Não","","","","","","",""
"Santo Amaro do Maranhão","MA","15654.00","4112.00","Não","","","","","","",""
"Santo Anastácio","SP","20889.00","19466.00","Não","","","","","","",""
"Santo André","SP","716109.00","716109.00","Sim","716109.00","4993.00","2401.00","1011.00","428.00","763.00","390.00"
"Santo Ângelo","RS","77620.00","73070.00","Sim","71220.00","1247.50","749.40","269.50","96.00","132.60","0.00"
"Santo Antônio","RN","23988.00","15419.00","Não","","","","","","",""
"Santo Antônio da Alegria","SP","6880.00","5096.00","Sim","5096.00","47.00","11.00","10.00","10.00","12.00","4.00"
"Santo Antônio da Patrulha","RS","42648.00","30213.00","Não","","420.90","0.00","0.00","0.00","0.00","420.90"
"Santo Antônio da Platina","PR","45728.00","39557.00","Sim","19700.00","1212.00","360.00","334.00","343.00","79.00","96.00"
"Santo Antônio das Missões","RS","10305.00","6240.00","Não","","","","","","",""
"Santo Antônio de Goiás","GO","6123.00","5561.00","Sim","2500.00","134.00","48.00","20.00","50.00","13.00","3.00"
"Santo Antônio de Jesus","BA","100605.00","87683.00","Não","","1363.60","954.50","300.00","27.30","0.00","81.80"
"Santo Antônio de Lisboa","PI","6388.00","4169.00","Não","","","","","","",""
"Santo Antônio de Pádua","RJ","42359.00","32456.00","Sim","32000.00","1000.00","300.00","300.00","100.00","0.00","300.00"
"Santo Antônio de Posse","SP","23085.00","21055.00","Sim","10500.00","527.60","241.70","71.00","42.70","36.20","136.00"
"Santo Antônio do Amparo","MG","18434.00","16141.00","Não","","","","","","",""
"Santo Antônio do Içá","AM","21966.00","11617.00","Não","","","","","","",""
"Santo Antônio do Itambé","MG","3877.00","1153.00","Não","","","","","","",""
"Santo Antônio do Leste","MT","5023.00","2835.00","Não","","67.00","24.00","8.00","17.00","2.00","16.00"
"Santo Antônio do Planalto","RS","2020.00","1253.00","Não","","","","","","",""
"Santo Antônio do Retiro","MG","7256.00","1659.00","Não","","110.00","","","","",""
"Santo Antônio dos Milagres","PI","2155.00","845.00","Não","","","","","","",""
"Santo Antônio do Sudoeste","PR","20069.00","14564.00","Não","","","","","","",""
"Santo Augusto","RS","13923.00","11343.00","Não","","","","","","",""
"Santo Cristo","RS","14300.00","7739.00","Sim","7739.00","50.00","50.00","0.00","0.00","0.00","0.00"
"Santo Estêvão","BA","52413.00","30312.00","Não","","","","","","",""
"Santo Expedito","SP","3086.00","2728.00","Sim","1500.00","69.70","26.90","12.00","16.00","14.00","0.80"
"Santo Inácio","PR","5431.00","4329.00","Não","","","","","","",""
"Santópolis do Aguapeí","SP","4736.00","4577.00","Não","","","","","","",""
"Santos","SP","432957.00","432633.00","Sim","432633.00","11270.80","3925.70","1861.80","1110.90","1810.00","2562.40"
"Santos Dumont","MG","46555.00","41562.00","Não","","","","","","",""
"São Benedito","CE","46949.00","26094.00","Não","","","","","","",""
"São Bento do Sapucaí","SP","10862.00","5230.00","Sim","2500.00","11.00","2.00","2.00","2.00","1.00","4.00"
"São Bento do Sul","SC","83576.00","79591.00","Sim","79591.00","658.30","409.00","144.00","85.00","19.00","1.30"
"São Bento do Tocantins","TO","5256.00","3098.00","Não","","","","","","",""
"São Bento do Una","PE","58956.00","30893.00","Não","","","","","","",""
"São Bernardino","SC","2386.00","641.00","Sim","","11.00","6.00","3.00","2.00","0.00","0.00"
"São Bernardo do Campo","SP","833240.00","819301.00","Sim","811927.00","7020.00","","","","",""
"São Bonifácio","SC","2862.00","652.00","Sim","652.00","48.50","20.50","11.50","8.50","8.00","0.00"
"São Borja","RS","60557.00","54142.00","Não","","","","","","",""
"São Brás","AL","6953.00","3294.00","Não","","","","","","",""
"São Braz do Piauí","PI","4444.00","1052.00","Não","","","","","","",""
"São Caetano de Odivelas","PA","17970.00","7402.00","Não","","","","","","",""
"São Caetano do Sul","SP","160275.00","160275.00","Sim","160275.00","950.90","282.60","281.90","48.90","250.60","86.90"
"São Caitano","PE","37119.00","28495.00","Não","","","","","","",""
"São Carlos","SC","11191.00","7506.00","Sim","6000.00","12.00","3.00","3.00","5.00","0.00","1.00"
"São Carlos","SP","249415.00","239426.00","Sim","74825.00","601.50","324.90","80.10","91.90","101.30","3.30"
"São Carlos do Ivaí","PR","6834.00","6108.00","Sim","6108.00","197.00","45.00","55.00","25.00","72.00","0.00"
"São Cristóvão","SE","89027.00","75256.00","Não","","10.00","1.00","2.00","2.00","2.00","3.00"
"São Cristovão do Sul","SC","5499.00","4169.00","Não","","12.00","1.00","2.00","5.00","1.00","3.00"
"São Desidério","BA","33193.00","10360.00","Não","","","","","","",""
"São Domingos","SC","9457.00","6290.00","Não","","250.00","","","","",""
"São Domingos do Araguaia","PA","25358.00","16723.00","Não","","","","","","",""
"São Domingos do Cariri","PB","2581.00","1103.00","Não","","","","","","",""
"São Domingos do Prata","MG","17393.00","10527.00","Não","","","","","","",""
"São Domingos do Sul","RS","3065.00","1831.00","Sim","1831.00","108.00","28.00","28.00","23.00","18.00","11.00"
"São Félix de Minas","MG","3377.00","2086.00","Não","","","","","","",""
"São Félix do Araguaia","MT","11615.00","6754.00","Não","","","","","","",""
"São Félix do Coribe","BA","15310.00","12422.00","Não","","","","","","",""
"São Félix do Xingu","PA","124763.00","61621.00","Sim","","","","","","",""
"São Fidélis","RJ","38626.00","30535.00","Não","","","","","","",""
"São Francisco","MG","56163.00","35688.00","Não","","","","","","",""
"São Francisco","PB","3371.00","1366.00","Não","","","","","","",""
"São Francisco","SE","3987.00","2795.00","Não","","","","","","",""
"São Francisco","SP","2826.00","2193.00","Não","","","","","","",""
"São Francisco de Assis","RS","18471.00","12946.00","Sim","11946.00","0.20","","","","",""
"São Francisco de Assis do Piauí","PI","5731.00","1471.00","Não","","","","","","",""
"São Francisco de Goiás","GO","6260.00","4566.00","Não","","","","","","",""
"São Francisco de Itabapoana","RJ","42201.00","21524.00","Não","","","","","","",""
"São Francisco de Paula","MG","6535.00","4688.00","Não","","","","","","",""
"São Francisco de Paula","RS","21633.00","13698.00","Não","","73.00","27.00","33.00","1.00","2.00","10.00"
"São Francisco de Sales","MG","6200.00","4650.00","Não","","","","","","",""
"São Francisco do Glória","MG","4889.00","2957.00","Não","","","","","","",""
"São Francisco do Oeste","RN","4200.00","3196.00","Não","","","","","","",""
"São Francisco do Sul","SC","51677.00","47994.00","Sim","47514.00","557.00","103.00","49.00","11.00","34.00","360.00"
"São Gabriel do Oeste","MS","26363.00","22916.00","Sim","22916.00","488.00","255.00","158.00","52.00","23.00","0.00"
"São Geraldo","MG","12164.00","8617.00","Não","","1.00","0.20","0.20","0.20","0.20","0.20"
"São Geraldo da Piedade","MG","4015.00","964.00","Sim","482.00","3.00","0.90","1.10","0.00","1.00","0.00"
"São Gonçalo","RJ","1077687.00","1076901.00","Não","","","","","","",""
"São Gonçalo do Abaeté","MG","6923.00","4606.00","Não","","","","","","",""
"São Gonçalo do Amarante","CE","48516.00","31545.00","Não","","","","","","",""
"São Gonçalo do Gurguéia","PI","3025.00","1305.00","Não","","","","","","",""
"São Gonçalo do Piauí","PI","4999.00","3478.00","Não","","","","","","",""
"São Gonçalo do Rio Abaixo","MG","10818.00","5144.00","Sim","4720.00","242.00","","","","",""
"São Gonçalo do Rio Preto","MG","3161.00","2021.00","Não","","","","","","",""
