"NOME_MUNICIPIO","UF","POP_TOT","POP_URB","REALIZA_COLETA","POP_ATENDIDA","TOT_RECUPERADO","PAPEL","PLASTICO","METAIS","VIDROS","OUTROS"
"Lins","SP","77510.00","76604.00","Sim","15320.00","818.50","450.00","118.70","127.30","111.80","10.70"
"Livramento","PB","7371.00","3860.00","Não","","","","","","",""
"Lizarda","TO","3748.00","2599.00","Não","","","","","","",""
"Loanda","PR","22927.00","20843.00","Sim","20843.00","20.00","","","","",""
"Logradouro","PB","4294.00","1877.00","Não","","","","","","",""
"Londrina","PR","563943.00","549273.00","Sim","549273.00","7316.20","3362.00","1608.80","616.40","1729.00","0.00"
"Lontra","MG","9008.00","6040.00","Não","","","","","","",""
"Lontras","SC","11942.00","8177.00","Não","","","","","","",""
"Lorena","SP","88276.00","85748.00","Sim","17150.00","124.30","62.20","43.50","7.10","10.90","0.60"
"Lourdes","SP","2278.00","1867.00","Não","","","","","","",""
"Louveira","SP","47748.00","45909.00","Sim","45909.00","918.80","409.40","235.00","65.00","194.10","15.30"
"Lucas do Rio Verde","MT","63411.00","59095.00","Sim","59095.00","1000.00","","","","",""
"Lucianópolis","SP","2385.00","1888.00","Sim","1888.00","40.40","16.80","11.50","6.40","5.70","0.00"
"Lucrécia","RN","3966.00","2489.00","Não","","","","","","",""
"Luisburgo","MG","6275.00","1848.00","Não","","86.40","","","","",""
"Luís Domingues","MA","6917.00","5847.00","Não","","","","","","",""
"Luís Eduardo Magalhães","BA","84753.00","77387.00","Sim","38694.00","386.00","","","","",""
"Luiz Alves","SC","12609.00","3933.00","Sim","900.00","326.00","33.00","261.00","23.00","7.00","2.00"
"Luiziana","PR","7285.00","4736.00","Sim","4736.00","94.00","48.00","25.00","10.00","9.00","2.00"
"Luiziânia","SP","5723.00","5246.00","Não","","","","","","",""
"Luminárias","MG","5454.00","4191.00","Não","","","","","","",""
"Lunardelli","PR","4845.00","3375.00","Não","","","","","","",""
"Lupércio","SP","4571.00","4059.00","Sim","","0.00","0.00","0.00","0.00","0.00","0.00"
"Lupionópolis","PR","4894.00","4347.00","Sim","4300.00","35.00","20.00","5.00","5.00","5.00","0.00"
"Lutécia","SP","2663.00","2117.00","Sim","","0.10","0.10","0.00","0.00","0.00","0.00"
"Luz","MG","18172.00","16325.00","Sim","","252.00","155.00","50.00","19.00","0.00","28.00"
"Luzerna","SC","5686.00","4324.00","Não","","","","","","",""
"Luziânia","GO","205023.00","191251.00","Não","","120.00","","","","",""
"Luzinópolis","TO","3060.00","1955.00","Não","","","","","","",""
"Macaíba","RN","79743.00","48937.00","Não","","","","","","",""
"Macajuba","BA","11364.00","6954.00","Não","","","","","","",""
"Maçambará","RS","4613.00","1275.00","Não","","","","","","",""
"Macambira","SE","6877.00","3291.00","Não","","","","","","",""
"Macapá","AP","493634.00","472572.00","Não","","252.00","6.40","146.20","73.30","8.80","17.30"
"Macaparana","PE","25278.00","15672.00","Não","","","","","","",""
"Macatuba","SP","17111.00","16603.00","Sim","16000.00","430.00","","","","",""
"Macau","RN","31584.00","23961.00","Não","","","","","","",""
"Maceió","AL","1012382.00","1011710.00","Sim","202342.00","1433.50","836.40","230.50","147.30","219.30","0.00"
"Machacalis","MG","7110.00","5859.00","Não","","","","","","",""
"Machadinho","RS","5464.00","3357.00","Sim","3357.00","50.00","","","","",""
"Machadinho D Oeste","RO","39097.00","20309.00","Não","","","","","","",""
"Machado","MG","41844.00","34684.00","Não","","","","","","",""
"Machados","PE","15851.00","9856.00","Não","","","","","","",""
"Macieira","SC","1784.00","489.00","Não","","","","","","",""
"Macuco","RJ","5574.00","4859.00","Não","","","","","","",""
"Macururé","BA","7862.00","2785.00","Não","","","","","","",""
"Madalena","CE","19906.00","9811.00","Sim","","","","","","",""
"Madre de Deus","BA","20737.00","20114.00","Não","","","","","","",""
"Madre de Deus de Minas","MG","5087.00","3871.00","Sim","1850.00","74.20","28.20","23.00","11.00","9.00","3.00"
"Maetinga","BA","3577.00","1432.00","Não","","","","","","",""
"Mafra","SC","56017.00","43743.00","Sim","11975.00","109.00","54.00","45.00","5.00","4.00","1.00"
"Magalhães de Almeida","MA","19620.00","9999.00","Não","","","","","","",""
"Magda","SP","3136.00","2602.00","Não","","236.00","82.00","80.00","29.00","15.00","30.00"
"Magé","RJ","243657.00","230703.00","Não","","","","","","",""
"Maiquinique","BA","10016.00","7888.00","Não","","","","","","",""
"Mairinque","SP","46852.00","37603.00","Não","","","","","","",""
"Major Gercino","SC","3430.00","1307.00","Sim","650.00","159.00","45.00","42.00","25.00","47.00","0.00"
"Major Isidoro","AL","19891.00","9796.00","Não","","","","","","",""
"Major Vieira","SC","8048.00","3186.00","Sim","2949.00","70.00","","","","",""
"Malhada de Pedras","BA","8430.00","3219.00","Não","","","","","","",""
"Malhador","SE","12581.00","5878.00","Não","","","","","","",""
"Malta","PB","5766.00","5039.00","Não","","","","","","",""
"Mamanguape","PB","44657.00","36139.00","Não","","","","","","",""
"Mamborê","PR","13252.00","8528.00","Sim","8528.00","335.00","200.00","80.00","55.00","0.00","0.00"
"Mampituba","RS","2990.00","566.00","Sim","556.00","6.00","","","","",""
"Manaíra","PB","11092.00","6214.00","Não","","","","","","",""
"Manaus","AM","2145444.00","2134570.00","Sim","397844.00","10145.10","5737.40","2953.20","1447.30","0.00","7.20"
"Mandaguaçu","PR","22531.00","20030.00","Sim","20000.00","540.00","","","","",""
"Mandaguari","PR","34281.00","32471.00","Sim","32471.00","773.00","","","","",""
"Mandirituba","PR","26411.00","8812.00","Sim","5000.00","180.00","72.00","46.00","35.00","18.00","9.00"
"Manduri","SP","9780.00","8460.00","Sim","8200.00","220.00","46.10","67.30","69.10","28.20","9.30"
"Manga","MG","18594.00","12996.00","Não","","","","","","",""
"Mangaratiba","RJ","43689.00","38493.00","Sim","","18046.00","5064.00","3439.00","7464.00","2079.00","0.00"
"Mangueirinha","PR","16787.00","8265.00","Sim","6450.00","136.00","60.00","28.00","20.00","6.00","22.00"
"Manhumirim","MG","22608.00","18020.00","Sim","18000.00","605.00","392.00","85.00","78.00","50.00","0.00"
"Manicoré","AM","54907.00","23764.00","Não","","360.00","172.00","40.00","45.00","33.00","70.00"
"Manoel Ribas","PR","13494.00","6973.00","Sim","6793.00","89.90","50.30","35.10","0.00","0.00","4.50"
"Manoel Viana","RS","7291.00","5528.00","Não","","","","","","",""
"Manoel Vitorino","BA","13397.00","6853.00","Não","","","","","","",""
"Mantena","MG","27640.00","21673.00","Não","","","","","","",""
"Mantenópolis","ES","15194.00","9652.00","Não","","","","","","",""
"Marabá","PA","275086.00","219286.00","Não","","","","","","",""
"Marabá Paulista","SP","5757.00","2563.00","Não","","13.80","3.00","6.00","4.80","0.00","0.00"
"Maracaçumé","MA","21201.00","17520.00","Não","","","","","","",""
"Maracaí","SP","13967.00","12661.00","Sim","10000.00","432.00","","","","",""
"Maracajá","SC","7207.00","4790.00","Sim","4744.00","300.00","","","","",""
"Maracaju","MS","45932.00","39570.00","Sim","39570.00","139.60","88.10","24.20","0.10","27.20","0.00"
"Maracanaú","CE","226128.00","224577.00","Não","","225.00","","","","",""
"Marajá do Sena","MA","7810.00","1123.00","Não","","","","","","",""
"Maranguape","CE","127098.00","96597.00","Não","","","","","","",""
"Marapanim","PA","28220.00","12414.00","Não","","","","","","",""
"Marapoama","SP","2996.00","2502.00","Não","","","","","","",""
"Mara Rosa","GO","9646.00","7211.00","Não","","","","","","",""
"Marataízes","ES","38108.00","30824.00","Sim","5000.00","123.00","67.00","13.00","20.00","11.00","12.00"
"Marau","RS","43435.00","37694.00","Sim","37694.00","947.50","242.70","397.40","116.00","181.40","10.00"
"Maraú","BA","20518.00","3825.00","Não","","","","","","",""
"Maravilha","AL","9326.00","4658.00","Não","","","","","","",""
"Maravilha","SC","25403.00","20789.00","Sim","20789.00","902.40","355.20","153.60","76.80","19.20","297.60"
"Maravilhas","MG","7904.00","5402.00","Não","","","","","","",""
"Marcação","PB","8460.00","3168.00","Não","","","","","","",""
"Marcelândia","MT","10700.00","6618.00","Não","","","","","","",""
"Marcelino Ramos","RS","4488.00","2379.00","Sim","2141.00","240.00","90.00","75.00","45.00","0.00","30.00"
"Marcelino Vieira","RN","8358.00","4949.00","Não","","","","","","",""
"Marco","CE","27127.00","16950.00","Não","","","","","","",""
"Mar de Espanha","MG","12725.00","11643.00","Não","","","","","","",""
"Marechal Cândido Rondon","PR","52379.00","43796.00","Sim","43796.00","1320.40","620.70","334.20","99.70","265.80","0.00"
"Marechal Floriano","ES","16464.00","8567.00","Não","","","","","","",""
"Marechal Thaumaturgo","AC","18430.00","5142.00","Sim","","14.20","0.00","0.00","14.20","0.00","0.00"
"Marema","SC","1846.00","637.00","Sim","620.00","30.00","","","","",""
"Maria da Fé","MG","14136.00","8336.00","Sim","8336.00","252.00","165.00","44.00","3.00","15.00","25.00"
"Maria Helena","PR","5720.00","3836.00","Sim","3836.00","64.70","22.00","9.80","16.50","6.60","9.80"
"Mariana","MG","60142.00","52847.00","Sim","41478.00","653.40","420.80","81.00","60.50","74.90","16.20"
"Mariana Pimentel","RS","3881.00","657.00","Não","","","","","","",""
"Mariano Moro","RS","2054.00","1072.00","Sim","1050.00","10.00","0.00","0.00","0.00","0.00","10.00"
"Marianópolis do Tocantins","TO","5094.00","2789.00","Não","","","","","","",""
"Marilac","MG","4134.00","3354.00","Não","","","","","","",""
"Marilândia","ES","12700.00","6458.00","Sim","3229.00","170.00","170.00","0.00","0.00","0.00","0.00"
"Marilena","PR","7067.00","5136.00","Não","","","","","","",""
"Marília","SP","237130.00","226491.00","Não","","","","","","",""
"Mariluz","PR","10354.00","8575.00","Sim","8575.00","1.00","","","","",""
"Maringá","PR","417010.00","409508.00","Sim","395812.00","1926.00","674.50","0.00","0.00","1251.50","0.00"
"Marinópolis","SP","2117.00","1674.00","Não","","","","","","",""
"Mário Campos","MG","15207.00","14361.00","Sim","7180.00","60.00","","","","",""
"Mariópolis","PR","6586.00","4696.00","Sim","4696.00","197.00","55.00","33.00","20.00","8.00","81.00"
"Maripá","PR","5624.00","3228.00","Sim","3228.00","177.00","60.00","55.00","30.00","22.00","10.00"
"Maripá de Minas","MG","2959.00","2405.00","Não","","","","","","",""
"Marituba","PA","129321.00","127979.00","Sim","14500.00","211.90","99.20","49.30","53.90","3.10","6.40"
"Marliéria","MG","4044.00","2867.00","Não","","","","","","",""
"Marmelópolis","MG","2784.00","1460.00","Não","","100.00","","","","",""
"Marques de Souza","RS","4024.00","1528.00","Não","","","","","","",""
"Martinho Campos","MG","13330.00","11638.00","Não","","18.00","3.00","4.00","5.00","3.00","3.00"
"Martinópolis","SP","26289.00","22080.00","Sim","15000.00","544.00","191.00","61.00","59.00","64.00","169.00"
"Martins","RN","8692.00","5326.00","Não","","","","","","",""
"Marumbi","PR","4681.00","3194.00","Não","","","","","","",""
"Marzagão","GO","2223.00","1935.00","Sim","1935.00","45.00","10.00","10.00","10.00","10.00","5.00"
"Mascote","BA","13931.00","11113.00","Sim","","7.90","3.20","2.70","0.20","0.10","1.70"
"Massapê","CE","38424.00","26186.00","Sim","8000.00","4.00","","","","",""
"Massapê do Piauí","PI","6434.00","968.00","Não","","","","","","",""
"Mata","RS","4864.00","2491.00","Não","","12.00","5.00","1.00","5.00","0.00","1.00"
"Mata de São João","BA","46014.00","34153.00","Não","","","","","","",""
"Mata Grande","AL","25226.00","5795.00","Não","","","","","","",""
"Matão","SP","82702.00","81184.00","Sim","","369.00","","","","",""
"Mataraca","PB","8327.00","7361.00","Não","","","","","","",""
"Mata Verde","MG","8526.00","6917.00","Sim","1500.00","10.00","9.50","0.50","0.00","0.00","0.00"
"Mateiros","TO","2638.00","1682.00","Não","","","","","","",""
"Materlândia","MG","4482.00","1962.00","Não","","","","","","",""
"Mateus Leme","MG","30798.00","27285.00","Sim","12000.00","150.00","","","","",""
"Matias Barbosa","MG","14385.00","13859.00","Não","","","","","","",""
"Matias Cardoso","MG","11050.00","5687.00","Não","","","","","","",""
"Matina","BA","12116.00","3776.00","Não","","","","","","",""
"Matinhas","PB","4516.00","713.00","Não","","","","","","",""
"Matinhos","PR","34207.00","34034.00","Sim","4000.00","120.00","","","","",""
"Matipó","MG","18808.00","14749.00","Sim","5000.00","101.10","24.00","2.10","75.00","0.00","0.00"
"Mato Leitão","RS","4456.00","1869.00","Não","","","","","","",""
"Mato Queimado","RS","1665.00","443.00","Não","","","","","","",""
"Mato Rico","PR","3340.00","837.00","Não","","8.00","","","","",""
"Matos Costa","SC","2560.00","1321.00","Sim","","","","","","",""
"Mato Verde","MG","12508.00","9328.00","Não","","","","","","",""
"Matupá","MT","16334.00","12592.00","Não","","","","","","",""
"Maturéia","PB","6506.00","4225.00","Não","","","","","","",""
"Mauá","SP","468148.00","468148.00","Sim","50000.00","299.50","200.70","31.40","51.90","7.20","8.30"
"Mauá da Serra","PR","10397.00","8523.00","Sim","8000.00","150.00","","","","",""
"Maurilândia do Tocantins","TO","3403.00","2176.00","Não","","","","","","",""
"Maximiliano de Almeida","RS","4443.00","2691.00","Não","","","","","","",""
"Medeiros","MG","3771.00","2133.00","Não","","","","","","",""
"Medianeira","PR","45812.00","40962.00","Sim","40962.00","635.80","426.10","120.80","38.10","12.70","38.10"
"Medicilândia","PA","31213.00","10918.00","Não","","","","","","",""
"Medina","MG","20882.00","14989.00","Não","","","","","","",""
"Meleiro","SC","7028.00","3664.00","Não","","636.00","","","","",""
"Mendes","RJ","18578.00","18336.00","Não","","","","","","",""
"Mendonça","SP","5413.00","4425.00","Sim","4425.00","10.00","4.00","3.00","1.00","1.00","1.00"
"Mercedes","PR","5493.00","2655.00","Sim","2601.00","93.00","93.00","0.00","0.00","0.00","0.00"
"Mercês","MG","10720.00","7502.00","Não","","","","","","",""
"Meridiano","SP","3848.00","2669.00","Não","","","","","","",""
"Mesópolis","SP","1910.00","1487.00","Não","","120.00","10.00","30.00","40.00","20.00","20.00"
"Mesquita","RJ","175620.00","175620.00","Sim","20500.00","303.70","201.10","37.10","48.40","11.00","6.10"
"Miguel Alves","PI","33684.00","11174.00","Não","","","","","","",""
"Milagres","BA","11009.00","8320.00","Não","","","","","","",""
"Milagres","CE","28466.00","13628.00","Não","","","","","","",""
"Mimoso do Sul","ES","26191.00","16413.00","Sim","","2.00","2.00","0.00","0.00","0.00","0.00"
"Minas do Leão","RS","8045.00","7738.00","Sim","","","","","","",""
"Minduri","MG","3896.00","3446.00","Não","","","","","","",""
"Mineiros","GO","65420.00","59675.00","Não","","","","","","",""
"Ministro Andreazza","RO","9762.00","2899.00","Não","","","","","","",""
"Miracatu","SP","19919.00","10240.00","Não","","","","","","",""
"Miracema","RJ","27195.00","25065.00","Sim","25065.00","1030.00","470.00","190.00","130.00","240.00","0.00"
"Mirador","PR","2231.00","1514.00","Sim","1514.00","32.00","9.00","9.00","9.00","2.00","3.00"
"Miraguaí","RS","4824.00","2056.00","Sim","1000.00","39.00","15.00","15.00","4.00","5.00","0.00"
"Miraí","MG","14913.00","11236.00","Não","","","","","","",""
"Mirandópolis","SP","29418.00","26177.00","Sim","26177.00","201.60","","","","",""
"Mirangaba","BA","18195.00","8806.00","Não","","","","","","",""
"Mirante","BA","8844.00","1523.00","Não","","","","","","",""
"Miraselva","PR","1816.00","1395.00","Não","","","","","","",""
"Mirassol","SP","59333.00","57834.00","Não","","","","","","",""
"Mirassolândia","SP","4822.00","3920.00","Não","","","","","","",""
"Mirassol D Oeste","MT","27536.00","23368.00","Não","","","","","","",""
"Mirim Doce","SC","2336.00","1117.00","Não","","","","","","",""
"Mirinzal","MA","14913.00","9472.00","Não","","","","","","",""
"Missal","PR","10700.00","5537.00","Sim","5537.00","294.10","144.00","73.00","30.30","44.70","2.10"
"Mocajuba","PA","30736.00","21018.00","Não","","","","","","",""
"Mococa","SP","68788.00","63453.00","Não","","","","","","",""
"Modelo","SC","4200.00","2795.00","Não","","","","","","",""
"Mogeiro","PB","13308.00","5948.00","Não","","","","","","",""
"Mogi das Cruzes","SP","440769.00","406140.00","Sim","406140.00","1863.60","1268.40","243.10","156.90","168.40","26.80"
"Mogi Guaçu","SP","150713.00","143081.00","Sim","2750.00","395.80","179.40","79.80","66.70","57.40","12.50"
"Mogi Mirim","SP","92715.00","86756.00","Sim","29000.00","288.60","168.20","47.90","27.10","39.10","6.30"
"Moiporá","GO","1557.00","1001.00","Não","","","","","","",""
"Moita Bonita","SE","11322.00","4734.00","Sim","","30.00","22.00","2.00","4.00","0.00","2.00"
"Moju","PA","80988.00","29104.00","Não","","","","","","",""
"Mojuí dos Campos","PA","15982.00","11707.00","Não","","","","","","",""
"Mombaça","CE","44060.00","19420.00","Não","","","","","","",""
"Mombuca","SP","3478.00","2859.00","Não","","","","","","",""
"Monções","SP","2252.00","1939.00","Sim","1600.00","170.00","45.00","85.00","35.00","2.50","2.50"
"Mondaí","SC","11592.00","7144.00","Não","","","","","","",""
"Mongaguá","SP","55731.00","55488.00","Sim","1000.00","16.00","2.00","4.00","7.00","3.00","0.00"
"Monsenhor Paulo","MG","8648.00","6499.00","Não","","","","","","",""
"Montalvânia","MG","15012.00","9690.00","Não","","","","","","",""
"Montanha","ES","18770.00","14220.00","Sim","14220.00","1080.00","","","","",""
"Montanhas","RN","11295.00","8778.00","Não","","","","","","",""
"Montauri","RS","1466.00","612.00","Não","","","","","","",""
"Monte Alegre","PA","57900.00","25645.00","Não","","","","","","",""
"Monte Alegre de Goiás","GO","8527.00","3490.00","Não","","","","","","",""
"Monte Alegre de Minas","MG","20999.00","15526.00","Não","","11.40","0.70","5.70","5.00","0.00","0.00"
"Monte Alegre dos Campos","RS","3220.00","670.00","Não","","45.50","13.00","8.50","2.50","4.50","17.00"
"Monte Alegre do Sul","SP","7964.00","4555.00","Não","","","","","","",""
"Monte Alto","SP","50216.00","47956.00","Sim","25600.00","173.50","26.00","55.00","63.00","6.50","23.00"
"Monte Aprazível","SP","24794.00","22579.00","Sim","10000.00","100.00","35.00","10.00","25.00","15.00","15.00"
"Monte Azul Paulista","SP","19050.00","17824.00","Sim","8000.00","380.00","190.00","42.00","90.00","8.00","50.00"
"Monte Belo do Sul","RS","2564.00","739.00","Sim","739.00","82.00","60.00","8.00","12.00","2.00","0.00"
"Monte Carlo","SC","9824.00","8520.00","Não","","","","","","",""
"Monte Carmelo","MG","47682.00","41773.00","Sim","13000.00","24.00","16.00","5.00","2.00","0.50","0.50"
"Monte Castelo","SC","8280.00","4811.00","Não","","","","","","",""
"Monte do Carmo","TO","7827.00","3358.00","Não","","","","","","",""
"Monte Horebe","PB","4789.00","2657.00","Não","","","","","","",""
"Monte Mor","SP","58765.00","55198.00","Sim","55198.00","7.00","","","","",""
"Montenegro","RS","64788.00","58479.00","Sim","46783.00","82.00","47.00","28.50","6.50","0.00","0.00"
"Monte Negro","RO","15695.00","8231.00","Não","","","","","","",""
"Montes Altos","MA","9209.00","5015.00","Não","","","","","","",""
"Monte Santo","BA","49565.00","8376.00","Não","","","","","","",""
"Monte Santo de Minas","MG","21534.00","16655.00","Não","","","","","","",""
"Montes Claros","MG","404804.00","385244.00","Não","","","","","","",""
"Montezuma","MG","8180.00","3374.00","Não","","","","","","",""
"Morada Nova de Minas","MG","8815.00","6895.00","Não","","","","","","",""
"Moreilândia","PE","11270.00","6923.00","Não","","","","","","",""
"Moreira Sales","PR","12201.00","9614.00","Sim","","","112.00","10.00","42.00","23.00","83.00"
"Moreno","PE","62263.00","55126.00","Não","","","","","","",""
"Morrinhos","CE","22354.00","10380.00","Não","","","","","","",""
"Morro Agudo","SP","32641.00","31286.00","Sim","10000.00","247.00","68.50","39.50","45.00","31.10","62.90"
"Morro Cabeça no Tempo","PI","4533.00","1564.00","Não","","","","","","",""
"Morro da Fumaça","SC","17642.00","15166.00","Sim","11500.00","88.00","","","","",""
"Morro do Chapéu do Piauí","PI","6781.00","2398.00","Não","","","","","","",""
"Morro do Pilar","MG","3211.00","2438.00","Não","","","","","","",""
"Morro Grande","SC","2898.00","758.00","Não","","","","","","",""
"Morro Redondo","RS","6546.00","2784.00","Sim","2768.00","204.40","80.30","124.10","0.00","0.00","0.00"
"Morro Reuter","RS","6344.00","5411.00","Não","","180.00","","","","",""
"Morungaba","SP","13458.00","11493.00","Sim","10344.00","379.00","111.00","42.00","27.00","107.00","92.00"
