"NOME_MUNICIPIO","UF","POP_TOT","POP_URB","TOT_COLETADO","REALIZA_COLETA","POP_ATENDIDA","TOT_RECUPERADO","PAPEL","PLASTICO","METAIS","VIDROS","OUTROS"
"Caxambu do Sul","SC","3,735.00","1,825.00","","Não","","","","","","",""
"Caxias","MA","164,224.00","125,483.00","","Não","","","","","","",""
"Caxias do Sul","RS","504,069.00","485,370.00","23913.00","Sim","485,370.00","14,350.00","","","","",""
"Cedro","PE","11,722.00","6,842.00","","Não","","","","","","",""
"Cedro do Abaeté","MG","1,171.00","1,000.00","","Não","","","","","","",""
"Celso Ramos","SC","2,738.00","862.00","324.00","Sim","680.00","112.00","30.00","31.20","28.00","10.80","12.00"
"Centenário","RS","2,905.00","930.00","190.00","Sim","930.00","55.00","10.00","20.00","10.00","10.00","5.00"
"Centenário","TO","2,874.00","1,685.00","","Não","","","","","","",""
"Centenário do Sul","PR","10,891.00","9,085.00","","Não","","","","","","",""
"Cerejeiras","RO","16,444.00","13,924.00","360.00","Sim","13,924.00","240.00","60.00","26.00","154.00","0.00","0.00"
"Ceres","GO","22,074.00","21,081.00","264.00","Sim","18,973.00","260.60","210.00","48.00","2.60","0.00","0.00"
"Cerqueira César","SP","19,774.00","17,726.00","0.00","Sim","","","","","","",""
"Cerquilho","SP","48,074.00","45,586.00","1027.00","Sim","45,586.00","934.10","373.10","289.00","63.90","204.90","3.20"
"Cerrito","RS","6,136.00","3,591.00","","Não","","","","","","",""
"Cerro Branco","RS","4,676.00","1,337.00","","Não","","","","","","",""
"Cerro Corá","RN","11,178.00","4,856.00","","Não","","","","","","",""
"Cerro Grande do Sul","RS","12,058.00","2,917.00","","Não","","","","","","",""
"Cerro Largo","RS","14,074.00","11,195.00","1666.00","Sim","11,195.00","384.00","","","","",""
"Cerro Negro","SC","3,181.00","679.00","","Não","","","","","","",""
"Cesário Lange","SP","17,915.00","12,096.00","9.60","Sim","","8.70","","","","",""
"Chácara","MG","3,121.00","2,127.00","","Não","","","","","","",""
"Chã Grande","PE","21,579.00","14,672.00","","Não","","200.00","100.00","50.00","30.00","20.00","0.00"
"Chalé","MG","5,709.00","2,816.00","","Não","","","","","","",""
"Chapada","RS","9,300.00","5,527.00","2357.00","Sim","5,104.00","0.10","","","","",""
"Chapada da Natividade","TO","3,334.00","1,685.00","","Não","","","","","","",""
"Chapada Gaúcha","MG","13,397.00","7,143.00","","Não","","","","","","",""
"Chapadão do Céu","GO","9,842.00","8,263.00","2653.00","Sim","7,649.00","821.00","198.00","82.00","30.00","94.00","417.00"
"Chapadão do Lageado","SC","2,969.00","551.00","30.00","Sim","548.00","19.00","3.00","2.00","11.00","2.00","1.00"
"Chapadão do Sul","MS","24,559.00","20,970.00","3942.00","Sim","20,970.00","555.30","133.40","50.70","13.20","354.60","3.40"
"Chapecó","SC","216,654.00","198,454.00","6168.00","Sim","198,454.00","3,704.00","1,000.00","604.00","900.00","1,000.00","200.00"
"Charqueada","SP","17,009.00","15,432.00","900.00","Sim","7,500.00","468.00","","","","",""
"Charqueadas","RS","40,301.00","39,354.00","","Não","","","","","","",""
"Charrua","RS","3,306.00","556.00","237.70","Sim","556.00","53.00","","","","",""
"Chaval","CE","13,047.00","9,482.00","","Não","","","","","","",""
"Chavantes","SP","12,418.00","11,419.00","","Não","","","","","","",""
"Chiador","MG","2,702.00","1,442.00","","Não","","","","","","",""
"Chiapetta","RS","3,794.00","2,317.00","182.00","Sim","1,100.00","112.00","26.00","58.00","10.00","3.00","15.00"
"Chopinzinho","PR","19,343.00","12,294.00","4670.70","Sim","12,000.00","833.80","","","","",""
"Choró","CE","13,476.00","3,978.00","14.00","Sim","","13.00","4.00","6.00","2.00","1.00","0.00"
"Chorozinho","CE","19,345.00","11,686.00","","Não","","","","","","",""
"Chorrochó","BA","11,154.00","2,734.00","","Não","","","","","","",""
"Chuvisca","RS","5,401.00","298.00","","Não","","","","","","",""
"Cianorte","PR","81,393.00","72,462.00","1320.00","Sim","","792.00","625.00","48.00","4.80","92.00","22.20"
"Cícero Dantas","BA","33,356.00","18,306.00","2280.00","Sim","5,300.00","233.00","168.00","43.00","10.00","12.00","0.00"
"Cidreira","RS","15,912.00","15,400.00","","Não","","","","","","",""
"Cipó","BA","17,097.00","12,248.00","","Não","","","","","","",""
"Cipotânea","MG","6,774.00","3,119.00","","Não","","","","","","",""
"Ciríaco","RS","4,775.00","2,420.00","584.00","Sim","2,420.00","146.00","","","","",""
"Cláudia","MT","12,052.00","9,226.00","","Não","","","","","","",""
"Cláudio","MG","28,366.00","23,284.00","67.20","Sim","23,284.00","66.70","32.90","17.70","6.00","8.60","1.50"
"Clementina","SP","8,472.00","8,075.00","156.00","Sim","8,075.00","102.00","","","","",""
"Clevelândia","PR","16,671.00","14,271.00","600.00","Sim","7,000.00","500.00","","","","",""
"Coari","AM","84,272.00","55,080.00","","Não","","216.00","216.00","0.00","0.00","0.00","0.00"
"Cocal dos Alves","PI","6,140.00","1,964.00","","Não","","","","","","",""
"Cocal do Sul","SC","16,544.00","13,856.00","189.50","Sim","","10.90","5.00","3.00","1.00","1.00","0.90"
"Cocalinho","MT","5,691.00","3,781.00","","Não","","","","","","",""
"Cocalzinho de Goiás","GO","19,971.00","7,393.00","35.30","Sim","","","","","","",""
"Codó","MA","122,597.00","84,175.00","","Não","","","","","","",""
"Coivaras","PI","4,007.00","1,233.00","","Não","","","","","","",""
"Colatina","ES","121,580.00","107,014.00","678.60","Sim","21,921.00","558.70","","","","",""
"Colíder","MT","33,224.00","27,012.00","1151.00","Sim","27,012.00","633.00","348.00","202.00","83.00","0.00","0.00"
"Colina","SP","18,398.00","17,182.00","73.80","Sim","6,108.00","70.00","54.80","11.00","3.00","1.20","0.00"
"Colinas","RS","2,442.00","1,115.00","552.00","Sim","1,115.00","30.00","","","","",""
"Colinas do Sul","GO","3,404.00","2,440.00","","Não","","","","","","",""
"Colinas do Tocantins","TO","34,990.00","33,593.00","","Não","","","","","","",""
"Colméia","TO","8,270.00","6,118.00","","Não","","","","","","",""
"Colombo","PR","240,840.00","229,798.00","1200.00","Sim","229,000.00","845.00","381.00","164.00","156.00","144.00","0.00"
"Colônia do Gurguéia","PI","6,451.00","5,183.00","","Não","","","","","","",""
"Colônia do Piauí","PI","7,651.00","2,722.00","","Não","","","","","","",""
"Colorado","PR","23,879.00","22,447.00","960.00","Sim","7,000.00","950.00","380.00","110.00","100.00","100.00","260.00"
"Colorado","RS","3,221.00","1,673.00","","Não","","","","","","",""
"Colorado do Oeste","RO","16,227.00","11,920.00","","Não","","","","","","",""
"Combinado","TO","4,843.00","4,149.00","","Não","","","","","","",""
"Comendador Gomes","MG","3,103.00","1,574.00","","Não","","","","","","",""
"Comercinho","MG","7,090.00","3,031.00","","Não","","","","","","",""
"Comodoro","MT","20,513.00","14,198.00","0.00","Sim","","","","","","",""
"Conceição","PB","18,904.00","11,770.00","","Não","","","","","","",""
"Conceição da Barra","ES","30,849.00","24,479.00","","Não","","","","","","",""
"Conceição da Barra de Minas","MG","3,962.00","2,799.00","90.00","Sim","1,300.00","80.00","30.50","21.50","16.00","12.00","0.00"
"Conceição das Alagoas","MG","27,425.00","24,851.00","","Não","","","","","","",""
"Conceição das Pedras","MG","2,811.00","1,543.00","","Não","","","","","","",""
"Conceição de Ipanema","MG","4,570.00","1,562.00","","Não","","","","","","",""
"Conceição de Macabu","RJ","23,064.00","19,939.00","","Não","","","","","","",""
"Conceição do Castelo","ES","12,638.00","6,381.00","125.50","Sim","6,381.00","101.50","62.70","26.80","7.00","5.00","0.00"
"Conceição do Jacuípe","BA","32,909.00","25,716.00","","Não","","","","","","",""
"Conceição do Mato Dentro","MG","17,641.00","12,086.00","352.00","Sim","6,000.00","200.00","100.00","100.00","0.00","0.00","0.00"
"Conceição do Pará","MG","5,480.00","2,141.00","","Não","","","","","","",""
"Conceição do Rio Verde","MG","13,590.00","12,021.00","","Não","","","","","","",""
"Conceição dos Ouros","MG","11,525.00","9,012.00","401.00","Sim","4,500.00","301.00","","","","",""
"Conchal","SP","27,820.00","26,287.00","190.00","Sim","26,287.00","180.00","40.00","25.00","75.00","25.00","15.00"
"Conchas","SP","17,770.00","14,398.00","380.00","Sim","7,000.00","110.30","33.50","40.80","22.00","1.70","12.30"
"Concórdia","SC","74,106.00","59,250.00","816.70","Sim","59,250.00","653.40","","","","",""
"Concórdia do Pará","PA","32,847.00","17,564.00","","Não","","","","","","",""
"Condado","PE","26,249.00","24,471.00","","Não","","","","","","",""
"Conde","BA","25,630.00","13,161.00","","Não","","","","","","",""
"Conde","PB","24,323.00","16,466.00","","Não","","","","","","",""
"Condor","RS","6,746.00","4,153.00","","Não","","","","","","",""
"Cônego Marinho","MG","7,595.00","2,048.00","","Não","","25.00","10.00","6.00","1.00","3.00","5.00"
"Congo","PB","4,785.00","3,004.00","","Não","","","","","","",""
"Congonhal","MG","11,813.00","8,751.00","","Não","","","","","","",""
"Congonhas","MG","54,196.00","52,763.00","395.80","Sim","48,776.00","357.90","234.20","40.60","8.60","58.90","15.60"
"Congonhas do Norte","MG","5,044.00","2,651.00","","Não","","","","","","",""
"Congonhinhas","PR","8,777.00","5,125.00","500.00","Sim","1,000.00","200.00","","","","",""
"Conquista","MG","6,908.00","6,003.00","19.00","Sim","5,890.00","15.00","5.00","3.00","5.00","0.00","2.00"
"Conquista D Oeste","MT","3,973.00","2,410.00","","Não","","","","","","",""
"Conselheiro Lafaiete","MG","127,539.00","121,797.00","1000.00","Sim","70,000.00","945.70","","","","",""
"Conselheiro Mairinck","PR","3,843.00","2,658.00","","Não","","42.00","","","","",""
"Conselheiro Pena","MG","22,892.00","18,115.00","","Não","","","","","","",""
"Consolação","MG","1,782.00","980.00","","Não","","","","","","",""
"Constantina","RS","9,915.00","6,619.00","","Não","","","","","","",""
"Contagem","MG","659,070.00","656,840.00","1726.20","Sim","70,000.00","1,553.60","1,093.70","191.50","70.70","165.80","31.90"
"Contenda","PR","18,326.00","10,645.00","308.70","Sim","5,322.00","234.40","","","","",""
"Contendas do Sincorá","BA","4,086.00","2,013.00","","Não","","","","","","",""
"Coqueiral","MG","9,191.00","6,518.00","45.80","Sim","3,259.00","42.00","12.80","20.30","3.90","2.80","2.20"
"Coqueiro Baixo","RS","1,507.00","278.00","","Não","","","","","","",""
"Coqueiros do Sul","RS","2,327.00","856.00","","Não","","","","","","",""
"Coração de Jesus","MG","26,592.00","15,083.00","","Não","","","","","","",""
"Corbélia","PR","17,024.00","14,586.00","270.00","Sim","1,999.00","240.00","","","","",""
"Cordeiro","RJ","21,806.00","21,200.00","40.00","Sim","","40.00","20.00","15.00","3.00","1.00","1.00"
"Cordeirópolis","SP","24,221.00","21,755.00","194.00","Sim","10,000.00","184.00","135.00","19.00","24.00","4.00","2.00"
"Cordeiros","BA","8,585.00","2,681.00","","Não","","","","","","",""
"Cordilheira Alta","SC","4,385.00","1,686.00","","Não","","","","","","",""
"Cordisburgo","MG","8,883.00","6,110.00","","Não","","","","","","",""
"Cordislândia","MG","3,534.00","2,836.00","","Não","","","","","","",""
"Corguinho","MS","5,839.00","2,248.00","","Não","","","","","","",""
"Coribe","BA","14,240.00","6,112.00","","Não","","","","","","",""
"Coroados","SP","5,986.00","4,848.00","","Não","","139.00","0.00","127.00","0.00","0.00","12.00"
"Coromandel","MG","27,982.00","22,007.00","","Não","","","","","","",""
"Coronel Barros","RS","2,518.00","1,119.00","","Não","","","","","","",""
"Coronel Fabriciano","MG","109,405.00","108,034.00","108.00","Sim","12,000.00","80.00","","","","",""
"Coronel José Dias","PI","4,678.00","1,536.00","","Não","","","","","","",""
"Coronel Macedo","SP","4,728.00","3,654.00","108.00","Sim","1,820.00","102.00","32.00","30.00","25.00","12.00","3.00"
"Coronel Martins","SC","2,544.00","709.00","","Não","","","","","","",""
"Coronel Murta","MG","9,228.00","6,774.00","","Não","","129.10","74.30","38.50","10.20","2.60","3.50"
"Coronel Pilar","RS","1,641.00","166.00","","Não","","","","","","",""
"Coronel Xavier Chaves","MG","3,426.00","1,868.00","259.20","Sim","1,868.00","78.00","22.00","27.00","6.00","21.00","2.00"
"Córrego Danta","MG","3,241.00","1,996.00","","Não","","","","","","",""
"Córrego do Bom Jesus","MG","3,714.00","2,040.00","","Não","","","","","","",""
"Córrego do Ouro","GO","2,364.00","1,467.00","","Não","","","","","","",""
"Córrego Fundo","MG","6,290.00","4,813.00","151.70","Sim","4,570.00","46.00","15.00","10.00","13.00","0.00","8.00"
"Correia Pinto","SC","13,040.00","10,603.00","","Não","","","","","","",""
"Correntes","PE","18,144.00","10,759.00","","Não","","","","","","",""
"Correntina","BA","32,081.00","12,940.00","","Não","","","","","","",""
"Corumbá","MS","110,806.00","99,853.00","455.80","Sim","45,000.00","348.00","180.00","72.00","36.00","60.00","0.00"
"Corumbaíba","GO","9,574.00","7,381.00","","Não","","","","","","",""
"Corumbataí","SP","4,047.00","2,186.00","100.00","Sim","2,186.00","90.00","40.00","20.00","10.00","10.00","10.00"
"Corumbataí do Sul","PR","3,313.00","1,761.00","10.00","Sim","1,500.00","7.00","","","","",""
"Corumbiara","RO","7,567.00","2,231.00","","Não","","","","","","",""
"Corupá","SC","15,709.00","12,099.00","","Não","","","","","","",""
"Coruripe","AL","56,562.00","49,957.00","","Não","","50.00","8.00","20.00","2.00","0.00","20.00"
"Cosmópolis","SP","70,998.00","65,937.00","0.00","Sim","","","","","","",""
"Costa Rica","MS","20,496.00","17,533.00","828.00","Sim","17,533.00","783.00","189.00","220.00","275.00","21.00","78.00"
"Cotegipe","BA","13,796.00","6,726.00","","Não","","","","","","",""
"Cotia","SP","244,694.00","244,694.00","2348.20","Sim","124,794.00","2,348.10","1,278.90","374.90","183.20","505.80","5.30"
"Cotiporã","RS","3,868.00","2,022.00","211.00","Sim","2,022.00","64.00","","","","",""
"Couto de Magalhães de Minas","MG","4,396.00","4,010.00","","Não","","","","","","",""
"Couto Magalhães","TO","5,536.00","2,082.00","","Não","","","","","","",""
"Coxilha","RS","2,769.00","1,704.00","","Não","","","","","","",""
"Coxixola","PB","1,907.00","842.00","","Não","","","","","","",""
"Crato","CE","131,372.00","109,180.00","360.10","Sim","30,000.00","207.00","60.00","100.00","40.00","2.00","5.00"
"Cravolândia","BA","5,349.00","3,374.00","","Não","","","","","","",""
"Criciúma","SC","213,023.00","210,057.00","1265.40","Sim","138,464.00","300.00","","","","",""
"Crisólita","MG","6,646.00","3,835.00","","Não","","","","","","",""
"Crisópolis","BA","21,040.00","9,039.00","","Não","","","","","","",""
"Crissiumal","RS","13,544.00","5,889.00","","Não","","","","","","",""
"Cristais","MG","12,660.00","9,922.00","","Não","","","","","","",""
"Cristais Paulista","SP","8,541.00","6,222.00","","Não","","","","","","",""
"Cristal","RS","7,950.00","4,452.00","300.00","Sim","4,452.00","200.00","","","","",""
"Cristalândia","TO","7,300.00","5,978.00","","Não","","","","","","",""
"Cristina","MG","10,258.00","5,983.00","200.00","Sim","5,983.00","59.00","26.00","20.00","11.00","1.00","1.00"
"Cristino Castro","PI","10,401.00","7,568.00","","Não","","","","","","",""
"Cristópolis","BA","13,872.00","3,273.00","","Não","","","","","","",""
"Cromínia","GO","3,500.00","2,634.00","","Não","","","","","","",""
"Crucilândia","MG","5,014.00","3,140.00","","Não","","218.00","85.00","75.00","28.00","20.00","10.00"
"Cruz","CE","24,131.00","10,272.00","768.00","Sim","10,000.00","38.80","15.60","11.10","5.40","6.70","0.00"
"Cruzália","SP","2,100.00","1,394.00","70.00","Sim","1,394.00","68.00","20.00","18.00","15.00","6.00","9.00"
"Cruz Alta","RS","60,693.00","58,541.00","381.00","Sim","12,156.00","378.00","236.00","94.00","23.00","25.00","0.00"
"Cruzaltense","RS","1,870.00","427.00","230.00","Sim","427.00","88.00","25.00","30.00","15.00","15.00","3.00"
"Cruzeiro","SP","81,895.00","79,808.00","","Não","","","","","","",""
"Cruzeiro da Fortaleza","MG","4,134.00","3,532.00","","Não","","","","","","",""
"Cruzeiro do Iguaçu","PR","4,264.00","2,614.00","632.00","Sim","2,600.00","150.00","","","","",""
"Cruzeiro do Oeste","PR","20,917.00","18,101.00","495.20","Sim","18,101.00","412.70","156.60","153.10","52.50","3.70","46.80"
"Cruzeiro do Sul","RS","12,290.00","7,458.00","","Não","","","","","","",""
"Cruzeta","RN","8,014.00","6,559.00","","Não","","","","","","",""
"Cruz Machado","PR","18,675.00","6,270.00","","Não","","","","","","",""
"Cubatão","SP","129,760.00","129,760.00","1008.70","Sim","129,760.00","807.00","366.00","244.00","147.00","50.00","0.00"
"Cuiabá","MT","607,153.00","595,823.00","5294.20","Sim","35,000.00","2,649.00","2,236.00","369.00","14.00","0.00","30.00"
"Cuité de Mamanguape","PB","6,349.00","2,118.00","","Não","","","","","","",""
"Cujubim","RO","24,226.00","16,874.00","","Não","","","","","","",""
"Cunha Porã","SC","11,053.00","6,789.00","","Não","","","","","","",""
"Cunhataí","SC","1,957.00","592.00","","Não","","","","","","",""
"Cuparaque","MG","4,960.00","4,117.00","","Não","","","","","","",""
"Cupira","PE","24,041.00","21,366.00","","Não","","","","","","",""
"Curaçá","BA","34,389.00","14,666.00","","Não","","","","","","",""
"Curitiba","PR","1,917,185.00","1,917,185.00","21034.00","Sim","1,917,185.00","10,260.00","2,396.00","1,709.00","3,521.00","2,240.00","394.00"
"Curitibanos","SC","39,595.00","36,470.00","","Não","","2,344.40","372.00","1,124.40","114.80","394.90","338.30"
"Curiúva","PR","15,003.00","10,316.00","340.00","Sim","4,500.00","254.00","96.00","60.00","12.00","12.00","74.00"
"Currais Novos","RN","44,664.00","39,559.00","","Não","","","","","","",""
"Curral de Dentro","MG","7,656.00","6,464.00","","Não","","480.00","","","","",""
"Curvelo","MG","79,625.00","72,290.00","400.00","Sim","15,000.00","230.00","","","","",""
"Damianópolis","GO","3,315.00","1,866.00","","Não","","","","","","",""
"Damião","PB","5,289.00","2,459.00","","Não","","","","","","",""
"Datas","MG","5,399.00","3,199.00","","Não","","","","","","",""
"Davinópolis","GO","2,094.00","1,426.00","","Não","","","","","","",""
"Davinópolis","MA","12,901.00","10,755.00","","Não","","","","","","",""
"Delfim Moreira","MG","8,035.00","3,049.00","","Não","","","","","","",""
"Delmiro Gouveia","AL","51,763.00","37,511.00","3000.00","Sim","15,352.00","2,900.00","","","","",""
"Delta","MG","10,291.00","9,649.00","","Não","","","","","","",""
"Demerval Lobão","PI","13,793.00","11,295.00","","Não","","","","","","",""
"Denise","MT","9,377.00","8,023.00","","Não","","","","","","",""
"Deputado Irapuan Pinheiro","CE","9,585.00","4,356.00","","Não","","","","","","",""
"Derrubadas","RS","2,852.00","806.00","","Não","","","","","","",""
"Descalvado","SP","33,520.00","29,911.00","","Não","","","","","","",""
"Descanso","SC","8,308.00","4,135.00","","Não","","","","","","",""
"Descoberto","MG","4,996.00","4,264.00","","Não","","","","","","",""
"Desterro de Entre Rios","MG","7,232.00","3,714.00","","Não","","","","","","",""
"Dezesseis de Novembro","RS","2,478.00","577.00","179.00","Sim","577.00","25.00","","","","",""
"Diadema","SP","420,934.00","420,934.00","1455.00","Sim","15,000.00","1,200.00","","","","",""
"Diamante","PB","6,575.00","3,794.00","","Não","","","","","","",""
"Diamante D Oeste","PR","5,239.00","2,669.00","90.00","Sim","","76.00","40.40","19.50","9.50","4.30","2.30"
"Diamante do Norte","PR","5,146.00","4,246.00","128.00","Sim","240.00","127.00","70.00","35.00","15.00","7.00","0.00"
"Diamantina","MG","47,617.00","41,581.00","69.00","Sim","10,000.00","47.00","35.00","12.00","0.00","0.00","0.00"
"Diamantino","MT","21,904.00","17,116.00","","Não","","800.00","200.00","200.00","100.00","100.00","200.00"
"Dianópolis","TO","21,850.00","18,800.00","","Não","","","","","","",""
"Dias d Ávila","BA","79,685.00","74,927.00","","Não","","","","","","",""
"Dilermando de Aguiar","RS","3,026.00","979.00","","Não","","","","","","",""
"Diogo de Vasconcelos","MG","3,814.00","1,089.00","","Não","","","","","","",""
"Dionísio","MG","7,852.00","6,438.00","","Não","","127.00","60.10","43.10","12.10","11.70","0.00"
"Dionísio Cerqueira","SC","15,450.00","10,631.00","","Não","","585.00","120.00","15.00","450.00","0.00","0.00"
"Diorama","GO","2,488.00","1,511.00","","Não","","","","","","",""
"Dirce Reis","SP","1,786.00","1,352.00","","Não","","","","","","",""
"Divina Pastora","SE","5,059.00","2,455.00","","Não","","","","","","",""
"Divinésia","MG","3,411.00","2,253.00","","Não","","","","","","",""
"Divino das Laranjeiras","MG","4,984.00","4,147.00","","Não","","60.00","30.00","20.00","3.00","5.00","2.00"
"Divinolândia","SP","11,208.00","7,500.00","192.00","Sim","3,900.00","140.00","","","","",""
"Divinópolis","MG","235,977.00","229,884.00","1320.00","Sim","80,000.00","1,000.00","","","","",""
"Divinópolis do Tocantins","TO","6,856.00","4,812.00","","Não","","","","","","",""
"Divisa Alegre","MG","6,702.00","6,484.00","","Não","","","","","","",""
"Divisa Nova","MG","5,996.00","4,847.00","","Não","","234.00","96.00","36.00","48.00","18.00","36.00"
"Divisópolis","MG","10,820.00","7,720.00","37.20","Sim","7,720.00","36.20","31.00","2.40","0.00","0.00","2.80"
"Dobrada","SP","8,846.00","8,649.00","","Não","","","","","","",""
"Dois Córregos","SP","27,112.00","25,672.00","310.00","Sim","10,000.00","300.00","160.00","50.00","70.00","20.00","0.00"
"Dois Irmãos das Missões","RS","2,044.00","1,037.00","","Não","","","","","","",""
"Dois Irmãos do Tocantins","TO","7,211.00","2,796.00","","Não","","","","","","",""
"Dois Lajeados","RS","3,394.00","1,619.00","100.00","Sim","900.00","65.50","26.50","9.70","19.00","8.20","2.10"
"Dois Riachos","AL","11,054.00","5,166.00","","Não","","","","","","",""
"Dois Vizinhos","PR","40,234.00","31,244.00","1507.00","Sim","31,244.00","1,280.00","345.00","537.00","102.00","102.00","194.00"
"Dolcinópolis","SP","2,119.00","1,970.00","","Não","","","","","","",""
"Dom Bosco","MG","3,699.00","1,990.00","","Não","","","","","","",""
"Dom Cavati","MG","5,097.00","4,508.00","","Não","","11.00","5.00","3.00","3.00","0.00","0.00"
"Dom Expedito Lopes","PI","6,884.00","3,743.00","","Não","","","","","","",""
"Dom Feliciano","RS","15,338.00","3,556.00","15.00","Sim","250.00","14.00","5.00","5.00","1.00","0.00","3.00"
"Domingos Martins","ES","33,711.00","8,194.00","105.00","Sim","3,984.00","95.00","72.00","15.00","4.00","1.00","3.00"
"Dom Joaquim","MG","4,482.00","2,888.00","84.00","Sim","2,888.00","41.00","","","","",""
"Dom Pedro de Alcântara","RS","2,541.00","738.00","84.00","Sim","320.00","16.00","3.00","4.00","7.00","1.00","1.00"
"Dom Silvério","MG","5,243.00","4,095.00","240.00","Sim","4,095.00","166.00","60.00","83.00","13.00","10.00","0.00"
"Dom Viçoso","MG","3,007.00","1,002.00","","Não","","","","","","",""
"Dona Emma","SC","4,105.00","2,061.00","","Não","","","","","","",""
"Dona Eusébia","MG","6,523.00","5,579.00","","Não","","","","","","",""
"Dona Francisca","RS","3,086.00","1,947.00","130.00","Sim","1,947.00","70.00","10.00","10.00","20.00","30.00","0.00"
"Dores de Campos","MG","10,081.00","9,168.00","446.00","Sim","","216.30","95.20","61.30","6.40","9.00","44.40"
"Dores de Guanhães","MG","5,185.00","1,610.00","","Não","","24.00","15.00","5.00","2.00","1.00","1.00"
"Dores do Rio Preto","ES","6,727.00","3,730.00","","Não","","","","","","",""
"Dormentes","PE","18,734.00","6,649.00","","Não","","","","","","",""
"Douradina","MS","5,889.00","3,608.00","","Não","","","","","","",""
"Douradina","PR","8,621.00","6,063.00","250.00","Sim","5,935.00","245.00","115.00","80.00","22.00","24.00","4.00"
"Douradoquara","MG","1,905.00","1,276.00","4.40","Sim","764.00","0.40","0.30","0.10","0.00","0.00","0.00"
"Dourados","MS","220,965.00","204,024.00","890.00","Sim","60,000.00","420.00","","","","",""
"Doutor Maurício Cardoso","RS","4,639.00","2,287.00","100.00","Sim","2,287.00","1.00","0.00","0.00","0.00","0.00","1.00"
"Doutor Pedrinho","SC","4,013.00","2,248.00","75.00","Sim","2,248.00","69.00","12.00","4.00","27.00","26.00","0.00"
"Doutor Ricardo","RS","1,994.00","681.00","","Não","","25.00","5.00","2.00","10.00","8.00","0.00"
"Doverlândia","GO","7,398.00","4,608.00","","Não","","","","","","",""
"Dracena","SP","46,536.00","42,973.00","1200.00","Sim","42,973.00","852.00","372.00","297.00","70.00","108.00","5.00"
"Duartina","SP","12,457.00","11,182.00","120.00","Sim","11,182.00","110.00","20.00","60.00","20.00","5.00","5.00"
"Duas Barras","RJ","11,454.00","8,107.00","","Não","","","","","","",""
"Dueré","TO","4,687.00","3,118.00","","Não","","","","","","",""
"Duque Bacelar","MA","11,296.00","5,664.00","","Não","","","","","","",""
"Duque de Caxias","RJ","914,383.00","911,271.00","","Não","","515.00","336.00","129.00","3.00","2.00","45.00"
"Durandé","MG","7,811.00","3,732.00","","Não","","286.50","139.00","119.00","11.30","17.20","0.00"
"Echaporã","SP","6,141.00","4,891.00","0.00","Sim","","","","","","",""
"Ecoporanga","ES","23,014.00","14,653.00","","Não","","200.00","","","","",""
"Edealina","GO","3,710.00","2,553.00","","Não","","","","","","",""
"Edéia","GO","12,276.00","10,393.00","","Não","","","","","","",""
"Eirunepé","AM","34,840.00","25,184.00","","Não","","","","","","",""
"Eldorado","MS","12,305.00","9,836.00","","Não","","","","","","",""
"Eldorado","SP","15,443.00","7,600.00","48.00","Sim","7,600.00","43.20","","","","",""
"Eldorado do Carajás","PA","33,674.00","17,563.00","","Não","","","","","","",""
"Elias Fausto","SP","17,604.00","14,014.00","","Não","","","","","","",""
"Elisiário","SP","3,604.00","3,301.00","","Não","","","","","","",""
"Elói Mendes","MG","27,823.00","22,477.00","2099.80","Sim","22,407.00","1,334.10","682.00","560.00","92.10","0.00","0.00"
"Emas","PB","3,505.00","2,253.00","","Não","","","","","","",""
"Embaúba","SP","2,456.00","2,088.00","","Não","","","","","","",""
"Embu das Artes","SP","270,843.00","270,843.00","809.00","Sim","25,000.00","795.20","404.80","57.40","40.10","292.90","0.00"
"Embu-Guaçu","SP","68,856.00","67,020.00","","Não","","","","","","",""
"Encantado","RS","22,520.00","19,631.00","","Não","","","","","","",""
"Encanto","RN","5,608.00","2,284.00","","Não","","","","","","",""
"Encruzilhada do Sul","RS","25,791.00","17,996.00","5.00","Sim","3,000.00","2.50","0.30","0.60","1.00","0.40","0.20"
"Enéas Marques","PR","5,990.00","2,087.00","378.00","Sim","2,087.00","50.00","","","","",""
"Engenheiro Beltrão","PR","14,020.00","12,379.00","600.00","Sim","","580.00","300.00","180.00","20.00","15.00","65.00"
"Engenheiro Caldas","MG","11,064.00","8,960.00","","Não","","","","","","",""
"Engenheiro Navarro","MG","7,244.00","4,831.00","","Não","","","","","","",""
"Entre Rios","SC","3,189.00","981.00","","Não","","","","","","",""
"Entre Rios do Oeste","PR","4,481.00","3,015.00","645.50","Sim","2,965.00","145.50","54.00","45.00","15.50","6.00","25.00"
"Entre Rios do Sul","RS","2,829.00","1,956.00","","Não","","","","","","",""
"Envira","AM","19,668.00","12,703.00","","Não","","63.00","","","","",""
"Erebango","RS","2,995.00","1,974.00","37.50","Sim","1,900.00","16.80","","","","",""
"Erechim","RS","105,059.00","99,007.00","16000.00","Sim","98,270.00","2,229.00","1,030.00","540.00","89.00","405.00","165.00"
"Érico Cardoso","BA","10,662.00","1,979.00","","Não","","","","","","",""
"Ermo","SC","2,066.00","624.00","","Não","","","","","","",""
"Ervália","MG","18,829.00","9,936.00","","Não","","140.00","","","","",""
"Erval Seco","RS","7,040.00","3,071.00","627.70","Sim","2,651.00","73.10","27.50","28.70","6.40","10.50","0.00"
