"NOME_MUNICIPIO","UF","POP_TOT","POP_URB","TOT_COLETADO","REALIZA_COLETA","POP_ATENDIDA","TOT_RECUPERADO","PAPEL","PLASTICO","METAIS","VIDROS","OUTROS"
"Silves","AM","9,110.00","4,347.00","","Não","","","","","","",""
"Silvianópolis","MG","6,227.00","3,766.00","","Não","","198.00","52.00","78.00","15.00","18.00","35.00"
"Simonésia","MG","19,528.00","7,573.00","","Não","","864.00","","","","",""
"Sinimbu","RS","10,183.00","1,453.00","894.00","Sim","1,453.00","357.00","","","","",""
"Sinop","MT","139,935.00","115,999.00","","Não","","","","","","",""
"Siriri","SE","8,813.00","3,503.00","","Não","","","","","","",""
"Sobradinho","BA","22,806.00","20,735.00","","Não","","","","","","",""
"Sobradinho","RS","14,927.00","11,859.00","","Não","","","","","","",""
"Sobrado","PB","7,751.00","928.00","","Não","","","","","","",""
"Sobral","CE","206,644.00","182,577.00","","Não","","300.00","","","","",""
"Sobrália","MG","5,594.00","3,962.00","","Não","","124.20","29.30","45.60","8.30","27.10","13.90"
"Socorro","SP","40,648.00","27,638.00","2500.00","Sim","27,638.00","565.00","300.00","100.00","60.00","80.00","25.00"
"Solânea","PB","26,592.00","19,259.00","300.00","Sim","7,500.00","250.00","","","","",""
"Soledade","RS","30,967.00","24,770.00","48.00","Sim","24,770.00","10.00","2.00","2.00","0.00","2.00","4.00"
"Soledade de Minas","MG","6,112.00","4,050.00","","Não","","","","","","",""
"Solidão","PE","5,993.00","1,910.00","","Não","","","","","","",""
"Solonópole","CE","18,291.00","9,429.00","","Não","","","","","","",""
"Sombrio","SC","30,010.00","22,145.00","","Não","","","","","","",""
"Sonora","MS","18,828.00","17,010.00","","Não","","","","","","",""
"Sorocaba","SP","671,186.00","664,355.00","3000.00","Sim","107,000.00","2,930.00","1,500.00","1,000.00","300.00","100.00","30.00"
"Sorriso","MT","87,815.00","77,047.00","","Não","","120.00","40.00","20.00","40.00","10.00","10.00"
"Soure","PA","25,181.00","23,007.00","","Não","","1,050.00","0.00","550.00","300.00","80.00","120.00"
"Sucupira","TO","1,946.00","1,236.00","","Não","","","","","","",""
"Sud Mennucci","SP","7,708.00","6,624.00","","Não","","","","","","",""
"Sul Brasil","SC","2,500.00","914.00","","Não","","","","","","",""
"Sumaré","SP","278,571.00","275,291.00","","Não","","","","","","",""
"Sumé","PB","16,864.00","12,849.00","","Não","","","","","","",""
"Sumidouro","RJ","15,577.00","5,687.00","","Não","","1.90","0.80","0.10","1.00","0.00","0.00"
"Sussuapara","PI","6,692.00","1,700.00","","Não","","","","","","",""
"Suzanápolis","SP","3,911.00","2,610.00","110.00","Sim","","100.00","30.00","16.00","25.00","18.00","11.00"
"Suzano","SP","294,638.00","284,266.00","","Não","","237.80","121.60","45.60","52.60","18.00","0.00"
"Tabaí","RS","4,667.00","1,408.00","","Não","","","","","","",""
"Tabapuã","SP","12,328.00","11,412.00","","Não","","","","","","",""
"Tabatinga","SP","16,345.00","13,999.00","","Não","","","","","","",""
"Taboão da Serra","SP","285,570.00","285,570.00","700.00","Sim","70,000.00","515.00","250.00","200.00","50.00","15.00","0.00"
"Taboleiro Grande","RN","2,545.00","2,073.00","","Não","","","","","","",""
"Tabuleiro do Norte","CE","30,695.00","19,766.00","2500.00","Sim","","35.00","17.00","5.00","2.00","8.00","3.00"
"Tacaimbó","PE","12,890.00","7,177.00","","Não","","","","","","",""
"Taguatinga","TO","16,538.00","11,677.00","","Não","","","","","","",""
"Taiaçu","SP","6,268.00","5,678.00","","Não","","","","","","",""
"Tailândia","PA","103,664.00","76,755.00","","Não","","","","","","",""
"Taió","SC","18,302.00","10,566.00","177.00","Sim","5,283.00","168.00","","","","",""
"Taiobeiras","MG","33,858.00","27,444.00","","Não","","","","","","",""
"Taipu","RN","12,261.00","4,231.00","","Não","","","","","","",""
"Taiúva","SP","5,568.00","5,077.00","27.00","Sim","5,077.00","25.00","8.00","10.00","1.00","4.00","2.00"
"Tamandaré","PE","23,149.00","16,952.00","500.00","Sim","13,561.00","405.70","","","","",""
"Tamarana","PR","14,548.00","6,950.00","370.40","Sim","6,950.00","5.00","1.00","1.00","1.00","1.00","1.00"
"Tambaú","SP","23,182.00","20,599.00","","Não","","","","","","",""
"Tamboril","CE","25,731.00","14,358.00","","Não","","","","","","",""
"Tanabi","SP","25,830.00","23,339.00","115.50","Sim","23,339.00","111.50","42.90","36.70","30.40","0.00","1.50"
"Tangará","RN","15,581.00","10,700.00","","Não","","","","","","",""
"Tangará","SC","8,691.00","4,994.00","","Não","","","","","","",""
"Tangará da Serra","MT","101,764.00","92,604.00","3878.00","Sim","92,604.00","3,490.20","","","","",""
"Tanhaçu","BA","20,416.00","8,457.00","","Não","","","","","","",""
"Tapejara","PR","16,062.00","14,486.00","696.00","Sim","14,486.00","239.40","","","","",""
"Tapejara","RS","23,651.00","20,985.00","","Não","","2,119.40","","","","",""
"Tapera","RS","10,593.00","8,942.00","1120.00","Sim","7,200.00","451.00","200.00","80.00","24.00","147.00","0.00"
"Taperoá","BA","20,889.00","9,721.00","","Não","","","","","","",""
"Tapes","RS","17,266.00","15,033.00","","Não","","248.30","","","","",""
"Tapira","MG","4,711.00","3,144.00","","Não","","","","","","",""
"Tapira","PR","5,584.00","3,287.00","705.60","Sim","2,900.00","119.30","53.80","17.60","14.60","13.50","19.80"
"Tapiraí","SP","7,850.00","5,612.00","","Não","","","","","","",""
"Tapiramutá","BA","17,046.00","13,194.00","","Não","","","","","","",""
"Tapiratiba","SP","12,970.00","10,696.00","28.40","Sim","10,696.00","24.80","8.00","10.00","3.00","2.00","1.80"
"Tapurah","MT","13,359.00","8,389.00","","Não","","","","","","",""
"Taquara","RS","57,292.00","47,460.00","1180.00","Sim","43,693.00","952.80","338.70","245.40","197.90","150.10","20.70"
"Taquaral","SP","2,810.00","2,694.00","","Não","","","","","","",""
"Taquaral de Goiás","GO","3,537.00","2,878.00","","Não","","","","","","",""
"Taquarana","AL","19,886.00","7,647.00","","Não","","","","","","",""
"Taquari","RS","26,838.00","22,500.00","","Não","","","","","","",""
"Taquaritinga do Norte","PE","28,416.00","20,495.00","","Não","","","","","","",""
"Taquaruçu do Sul","RS","3,068.00","1,204.00","","Não","","4.30","1.60","1.50","0.40","0.60","0.20"
"Taquarussu","MS","3,583.00","2,499.00","110.00","Sim","2,499.00","106.80","72.00","22.60","5.60","6.60","0.00"
"Tarabai","SP","7,395.00","6,838.00","28.00","Sim","","7.10","2.60","3.30","0.80","0.30","0.10"
"Tarrafas","CE","8,926.00","2,629.00","","Não","","","","","","",""
"Tarumirim","MG","14,350.00","8,051.00","","Não","","121.00","","","","",""
"Tatuí","SP","120,533.00","114,839.00","1570.00","Sim","35,000.00","1,000.00","341.00","164.00","19.00","46.00","430.00"
"Tauá","CE","58,517.00","33,881.00","","Não","","","","","","",""
"Taubaté","SP","311,854.00","305,125.00","3559.40","Sim","305,125.00","2,062.80","","","","",""
"Tavares","RS","5,479.00","3,378.00","","Não","","","","","","",""
"Teixeira","PB","15,072.00","10,256.00","","Não","","","","","","",""
"Teixeira de Freitas","BA","158,445.00","148,048.00","","Não","","","","","","",""
"Teixeirópolis","RO","4,384.00","1,539.00","100.00","Sim","1,539.00","25.00","3.00","4.00","10.00","4.00","4.00"
"Tejupá","SP","4,574.00","2,968.00","400.00","Sim","2,968.00","100.00","","","","",""
"Telêmaco Borba","PR","78,135.00","76,534.00","3140.00","Sim","76,534.00","1,256.00","","","","",""
"Telha","SE","3,204.00","1,221.00","","Não","","","","","","",""
"Tenente Ananias","RN","10,715.00","7,400.00","","Não","","","","","","",""
"Tenente Portela","RS","13,538.00","8,730.00","1472.90","Sim","8,730.00","174.20","64.30","67.20","18.20","24.50","0.00"
"Tenório","PB","3,035.00","1,805.00","","Não","","","","","","",""
"Teodoro Sampaio","SP","23,019.00","18,691.00","","Não","","","","","","",""
"Teofilândia","BA","22,479.00","7,003.00","","Não","","","","","","",""
"Teófilo Otoni","MG","140,235.00","114,561.00","","Não","","","","","","",""
"Terenos","MS","21,311.00","9,042.00","","Não","","378.00","140.00","150.00","47.00","30.00","11.00"
"Teresina","PI","861,442.00","812,063.00","837.10","Sim","","829.80","401.90","60.30","29.30","338.30","0.00"
"Teresina de Goiás","GO","3,416.00","2,417.00","","Não","","","","","","",""
"Teresópolis","RJ","180,886.00","161,511.00","130.00","Sim","5,000.00","120.00","35.00","15.00","28.00","20.00","22.00"
"Terezinha","PE","7,139.00","3,031.00","","Não","","","","","","",""
"Terezópolis de Goiás","GO","7,897.00","6,833.00","","Não","","","","","","",""
"Terra Alta","PA","11,591.00","4,895.00","","Não","","","","","","",""
"Terra Boa","PR","16,984.00","14,050.00","3274.00","Sim","14,050.00","363.60","162.70","69.30","80.80","28.40","22.40"
"Terra de Areia","RS","11,088.00","5,831.00","","Não","","","","","","",""
"Terra Nova","PE","9,983.00","5,395.00","612.20","Sim","2,500.00","112.20","","","","",""
"Terra Nova do Norte","MT","9,862.00","4,436.00","","Não","","","","","","",""
"Terra Rica","PR","16,652.00","13,533.00","240.00","Sim","13,533.00","215.00","","","","",""
"Terra Roxa","PR","17,439.00","13,320.00","2800.00","Sim","13,320.00","1,200.00","","","","",""
"Terra Roxa","SP","9,302.00","8,867.00","","Não","","","","","","",""
"Terra Santa","PA","18,619.00","11,353.00","","Não","","","","","","",""
"Teutônia","RS","32,676.00","27,943.00","","Não","","871.80","269.20","251.50","104.80","133.90","112.40"
"Theobroma","RO","10,494.00","1,949.00","10.00","Sim","200.00","2.00","2.00","0.00","0.00","0.00","0.00"
"Tianguá","CE","75,140.00","49,974.00","","Não","","","","","","",""
"Tibagi","PR","20,436.00","12,327.00","1700.00","Sim","12,327.00","683.10","278.50","225.80","55.50","72.70","50.60"
"Tibau do Sul","RN","13,916.00","8,386.00","","Não","","","","","","",""
"Tietê","SP","41,622.00","37,841.00","760.00","Sim","37,841.00","631.20","242.00","165.50","53.10","170.60","0.00"
"Tigrinhos","SC","1,646.00","321.00","","Não","","","","","","",""
"Tijucas do Sul","PR","16,646.00","2,617.00","261.70","Sim","2,617.00","261.30","96.00","52.80","0.10","60.00","52.40"
"Timbé do Sul","SC","5,354.00","1,861.00","","Não","","","","","","",""
"Timbó","SC","43,484.00","40,554.00","1694.00","Sim","40,554.00","1,270.50","","","","",""
"Timburi","SP","2,663.00","1,936.00","54.00","Sim","","48.00","16.00","21.00","9.00","2.00","0.00"
"Timon","MA","167,973.00","146,010.00","","Não","","","","","","",""
"Tio Hugo","RS","3,004.00","1,284.00","","Não","","","","","","",""
"Tiradentes do Sul","RS","5,796.00","1,882.00","11.00","Sim","1,882.00","5.00","","","","",""
"Tiros","MG","6,539.00","4,559.00","","Não","","","","","","",""
"Tocantínia","TO","7,471.00","3,277.00","","Não","","","","","","",""
"Toledo","PR","138,572.00","125,734.00","1645.00","Sim","37,720.00","776.00","221.00","124.00","218.00","202.00","11.00"
"Tombos","MG","8,201.00","6,537.00","","Não","","","","","","",""
"Tomé-Açu","PA","62,854.00","35,101.00","","Não","","","","","","",""
"Tonantins","AM","18,610.00","9,697.00","","Não","","","","","","",""
"Torixoréu","MT","3,672.00","2,807.00","","Não","","","","","","",""
"Toropi","RS","2,827.00","585.00","","Não","","8.00","","","","",""
"Torre de Pedra","SP","2,401.00","1,565.00","","Não","","","","","","",""
"Torres","RS","38,386.00","36,928.00","916.60","Sim","30,000.00","590.60","301.50","126.00","125.70","28.90","8.50"
"Torrinha","SP","9,963.00","8,478.00","","Não","","","","","","",""
"Tracunhaém","PE","13,724.00","11,531.00","","Não","","","","","","",""
"Trairi","CE","55,535.00","20,286.00","","Não","","","","","","",""
"Travesseiro","RS","2,339.00","897.00","","Não","","","","","","",""
"Tremembé","SP","46,642.00","42,035.00","","Não","","10.00","","","","",""
"Três Arroios","RS","2,693.00","969.00","412.00","Sim","969.00","80.00","","","","",""
"Três Barras do Paraná","PR","12,043.00","6,208.00","199.00","Sim","6,208.00","119.00","45.00","32.00","28.00","8.00","6.00"
"Três Cachoeiras","RS","10,989.00","8,068.00","78.00","Sim","3,500.00","12.00","4.00","3.00","2.00","1.00","2.00"
"Três Corações","MG","78,913.00","71,388.00","510.00","Sim","19,749.00","235.20","108.40","23.30","42.30","56.20","5.00"
"Três de Maio","RS","23,938.00","19,131.00","1783.00","Sim","4,787.00","150.00","","","","",""
"Três Forquilhas","RS","2,725.00","360.00","200.00","Sim","155.00","6.00","","","","",""
"Três Lagoas","MS","119,465.00","113,923.00","1057.60","Sim","113,923.00","551.90","271.30","213.80","66.80","0.00","0.00"
"Três Marias","MG","31,984.00","30,315.00","","Não","","","","","","",""
"Três Passos","RS","23,963.00","19,052.00","4039.20","Sim","19,052.00","1,664.50","","","","",""
"Três Pontas","MG","56,546.00","48,588.00","381.00","Sim","22,800.00","337.00","207.00","50.00","27.00","53.00","0.00"
"Três Ranchos","GO","2,837.00","2,504.00","","Não","","","","","","",""
"Três Rios","RJ","81,453.00","79,068.00","112.50","Sim","26,010.00","104.40","92.30","2.70","0.20","0.00","9.20"
"Treviso","SC","3,891.00","2,022.00","52.00","Sim","2,022.00","27.00","","","","",""
"Treze de Maio","SC","7,070.00","3,497.00","","Não","","","","","","",""
"Treze Tílias","SC","7,687.00","5,716.00","","Não","","","","","","",""
"Trindade do Sul","RS","5,813.00","2,912.00","405.00","Sim","1,320.00","176.50","30.50","31.50","65.00","19.80","29.70"
"Triunfo","PB","9,466.00","4,424.00","","Não","","","","","","",""
"Triunfo","PE","15,265.00","8,081.00","","Não","","","","","","",""
"Trizidela do Vale","MA","21,885.00","18,671.00","","Não","","104.00","","","","",""
"Trombudo Central","SC","7,284.00","4,558.00","36.00","Sim","4,557.00","16.90","6.00","10.00","0.90","0.00","0.00"
"Tubarão","SC","104,937.00","95,072.00","659.00","Sim","46,964.00","322.00","132.00","110.00","0.00","0.00","80.00"
"Tumiritinga","MG","6,698.00","4,601.00","","Não","","","","","","",""
"Tuneiras do Oeste","PR","8,599.00","5,907.00","","Não","","188.00","113.00","43.00","32.00","0.00","0.00"
"Tupã","SP","65,477.00","62,851.00","2400.00","Sim","62,615.00","396.20","132.00","84.00","0.20","180.00","0.00"
"Tupanciretã","RS","23,824.00","19,268.00","169.00","Sim","5,000.00","168.00","60.00","30.00","10.00","53.00","15.00"
"Tupandi","RS","4,767.00","3,306.00","809.10","Sim","3,306.00","454.00","136.20","113.50","90.80","45.40","68.10"
"Tuparendi","RS","7,980.00","4,937.00","1032.00","Sim","4,881.00","186.00","","","","",""
"Tupãssi","PR","8,128.00","6,389.00","2665.00","Sim","6,389.00","200.00","80.00","30.00","40.00","20.00","30.00"
"Tupi Paulista","SP","15,404.00","12,097.00","540.00","Sim","6,000.00","480.00","130.00","80.00","120.00","94.00","56.00"
"Tupirama","TO","1,860.00","1,099.00","","Não","","","","","","",""
"Tupiratins","TO","2,613.00","1,327.00","","Não","","","","","","",""
"Turiúba","SP","2,012.00","1,647.00","","Não","","","","","","",""
"Turmalina","SP","1,759.00","1,251.00","","Não","","","","","","",""
"Turuçu","RS","3,455.00","1,459.00","96.00","Sim","1,459.00","92.10","55.10","34.70","2.30","0.00","0.00"
"Turvelândia","GO","5,195.00","3,706.00","","Não","","","","","","",""
"Turvo","PR","13,340.00","4,876.00","84.00","Sim","4,876.00","79.00","25.00","35.00","15.00","3.00","1.00"
"Uauá","BA","24,486.00","10,846.00","","Não","","","","","","",""
"Ubá","MG","114,265.00","109,894.00","290.00","Sim","66,000.00","288.00","115.00","43.00","85.00","16.00","29.00"
"Ubaíra","BA","19,914.00","8,895.00","","Não","","","","","","",""
"Ubajara","CE","34,530.00","16,675.00","","Não","","","","","","",""
"Ubarana","SP","6,216.00","5,694.00","","Não","","","","","","",""
"Uberaba","MG","330,361.00","322,981.00","150.00","Sim","96,894.00","135.00","","","","",""
"Uberlândia","MG","683,247.00","664,303.00","2159.60","Sim","269,488.00","1,661.10","917.00","228.40","135.90","344.90","34.90"
"Ubirajara","SP","4,754.00","3,468.00","","Não","","","","","","",""
"Ubiratã","PR","21,119.00","18,022.00","529.00","Sim","17,150.00","115.00","41.00","36.00","23.00","0.00","15.00"
"Uchoa","SP","10,068.00","9,356.00","","Não","","","","","","",""
"Uibaí","BA","13,884.00","8,469.00","","Não","","","","","","",""
"Uirapuru","GO","2,868.00","1,432.00","","Não","","","","","","",""
"Uiraúna","PB","15,300.00","10,857.00","","Não","","275.30","80.00","40.30","95.30","0.00","59.70"
"Umbaúba","SE","25,033.00","15,536.00","","Não","","","","","","",""
"Umburatiba","MG","2,626.00","1,512.00","","Não","","","","","","",""
"Umuarama","PR","110,590.00","102,658.00","1460.00","Sim","102,000.00","1,241.00","","","","",""
"Una","BA","19,484.00","12,146.00","0.00","Sim","","","","","","",""
"Unaí","MG","83,808.00","67,346.00","200.00","Sim","","74.00","30.00","30.00","7.00","7.00","0.00"
"União","PI","44,396.00","21,821.00","","Não","","","","","","",""
"União da Vitória","PR","57,111.00","54,131.00","1246.70","Sim","54,131.00","872.70","","","","",""
